Fecha,CUT,Region,Comuna,Confirmados Acumulados,Nuevos Confirmados
18-03-2020,15101,AP,Arica,1,1
19-03-2020,15101,AP,Arica,1,0
20-03-2020,15101,AP,Arica,1,0
21-03-2020,15101,AP,Arica,1,0
22-03-2020,15101,AP,Arica,2,1
23-03-2020,15101,AP,Arica,2,0
24-03-2020,15101,AP,Arica,2,0
25-03-2020,15101,AP,Arica,2,0
26-03-2020,15101,AP,Arica,3,1
27-03-2020,15101,AP,Arica,3,0
28-03-2020,15101,AP,Arica,3,0
29-03-2020,15101,AP,Arica,6,3
30-03-2020,15101,AP,Arica,6,0
31-03-2020,15101,AP,Arica,6,0
01-04-2020,15101,AP,Arica,7,1
02-04-2020,15101,AP,Arica,11,4
03-04-2020,15101,AP,Arica,12,1
04-04-2020,15101,AP,Arica,28,16
05-04-2020,15101,AP,Arica,32,4
06-04-2020,15101,AP,Arica,54,22
07-04-2020,15101,AP,Arica,54,0
08-04-2020,15101,AP,Arica,63,9
09-04-2020,15101,AP,Arica,75,12
10-04-2020,15101,AP,Arica,87,12
11-04-2020,15101,AP,Arica,107,20
12-04-2020,15101,AP,Arica,115,8
13-04-2020,15101,AP,Arica,115,0
14-04-2020,15101,AP,Arica,120,5
15-04-2020,15101,AP,Arica,124,4
16-04-2020,15101,AP,Arica,129,5
17-04-2020,15101,AP,Arica,134,5
18-04-2020,15101,AP,Arica,142,8
19-04-2020,15101,AP,Arica,145,3
20-04-2020,15101,AP,Arica,161,16
21-04-2020,15101,AP,Arica,170,9
22-04-2020,15101,AP,Arica,180,10
23-04-2020,15101,AP,Arica,210,30
24-04-2020,15101,AP,Arica,239,29
25-04-2020,15101,AP,Arica,245,6
26-04-2020,15101,AP,Arica,252,7
27-04-2020,15101,AP,Arica,265,13
28-04-2020,15101,AP,Arica,268,3
29-04-2020,15101,AP,Arica,272,4
30-04-2020,15101,AP,Arica,279,7
01-05-2020,15101,AP,Arica,297,18
02-05-2020,15101,AP,Arica,307,10
03-05-2020,15101,AP,Arica,308,1
04-05-2020,15101,AP,Arica,308,0
05-05-2020,15101,AP,Arica,315,7
06-05-2020,15101,AP,Arica,318,3
07-05-2020,15101,AP,Arica,325,7
08-05-2020,15101,AP,Arica,327,2
09-05-2020,15101,AP,Arica,337,10
10-05-2020,15101,AP,Arica,340,3
11-05-2020,15101,AP,Arica,351,11
12-05-2020,15101,AP,Arica,351,0
13-05-2020,15101,AP,Arica,359,8
14-05-2020,15101,AP,Arica,363,4
15-05-2020,15101,AP,Arica,368,5
16-05-2020,15101,AP,Arica,377,9
17-05-2020,15101,AP,Arica,378,1
18-05-2020,15101,AP,Arica,398,20
19-05-2020,15101,AP,Arica,422,24
20-05-2020,15101,AP,Arica,424,2
21-05-2020,15101,AP,Arica,453,29
22-05-2020,15101,AP,Arica,471,18
23-05-2020,15101,AP,Arica,482,11
24-05-2020,15101,AP,Arica,498,16
25-05-2020,15101,AP,Arica,513,15
26-05-2020,15101,AP,Arica,522,9
27-05-2020,15101,AP,Arica,541,19
28-05-2020,15101,AP,Arica,562,21
29-05-2020,15101,AP,Arica,582,20
30-05-2020,15101,AP,Arica,588,6
31-05-2020,15101,AP,Arica,619,31
01-06-2020,15101,AP,Arica,636,17
02-06-2020,15101,AP,Arica,654,18
03-06-2020,15101,AP,Arica,701,47
04-06-2020,15101,AP,Arica,736,35
05-06-2020,15101,AP,Arica,782,46
06-06-2020,15101,AP,Arica,819,37
07-06-2020,15101,AP,Arica,850,31
08-06-2020,15101,AP,Arica,873,23
09-06-2020,15101,AP,Arica,913,40
10-06-2020,15101,AP,Arica,928,15
11-06-2020,15101,AP,Arica,965,37
12-06-2020,15101,AP,Arica,1009,44
13-06-2020,15101,AP,Arica,1060,51
14-06-2020,15101,AP,Arica,1106,46
15-06-2020,15101,AP,Arica,1136,30
16-06-2020,15101,AP,Arica,1153,17
17-06-2020,15101,AP,Arica,1210,57
18-06-2020,15101,AP,Arica,1231,21
19-06-2020,15101,AP,Arica,1287,56
20-06-2020,15101,AP,Arica,1317,30
21-06-2020,15101,AP,Arica,1362,45
22-06-2020,15101,AP,Arica,1411,49
23-06-2020,15101,AP,Arica,1434,23
24-06-2020,15101,AP,Arica,1463,29
25-06-2020,15101,AP,Arica,1502,39
26-06-2020,15101,AP,Arica,1540,38
27-06-2020,15101,AP,Arica,1602,62
28-06-2020,15101,AP,Arica,1640,38
29-06-2020,15101,AP,Arica,1676,36
30-06-2020,15101,AP,Arica,1704,28
01-07-2020,15101,AP,Arica,1767,63
07-06-2020,15201,AP,Putre,1,1
08-06-2020,15201,AP,Putre,1,0
09-06-2020,15201,AP,Putre,1,0
10-06-2020,15201,AP,Putre,2,1
11-06-2020,15201,AP,Putre,2,0
12-06-2020,15201,AP,Putre,2,0
13-06-2020,15201,AP,Putre,2,0
14-06-2020,15201,AP,Putre,3,1
15-06-2020,15201,AP,Putre,3,0
16-06-2020,15201,AP,Putre,3,0
17-06-2020,15201,AP,Putre,8,5
18-06-2020,15201,AP,Putre,8,0
19-06-2020,15201,AP,Putre,8,0
20-06-2020,15201,AP,Putre,8,0
21-06-2020,15201,AP,Putre,9,1
22-06-2020,15201,AP,Putre,9,0
23-06-2020,15201,AP,Putre,9,0
24-06-2020,15201,AP,Putre,9,0
25-06-2020,15201,AP,Putre,9,0
26-06-2020,15201,AP,Putre,9,0
27-06-2020,15201,AP,Putre,9,0
28-06-2020,15201,AP,Putre,9,0
29-06-2020,15201,AP,Putre,9,0
30-06-2020,15201,AP,Putre,9,0
01-07-2020,15201,AP,Putre,9,0
22-03-2020,1101,TA,Iquique,1,1
23-03-2020,1101,TA,Iquique,4,3
24-03-2020,1101,TA,Iquique,4,0
25-03-2020,1101,TA,Iquique,5,1
26-03-2020,1101,TA,Iquique,5,0
27-03-2020,1101,TA,Iquique,5,0
28-03-2020,1101,TA,Iquique,6,1
29-03-2020,1101,TA,Iquique,8,2
30-03-2020,1101,TA,Iquique,8,0
31-03-2020,1101,TA,Iquique,9,1
01-04-2020,1101,TA,Iquique,9,0
02-04-2020,1101,TA,Iquique,10,1
03-04-2020,1101,TA,Iquique,12,2
04-04-2020,1101,TA,Iquique,13,1
05-04-2020,1101,TA,Iquique,13,0
06-04-2020,1101,TA,Iquique,13,0
07-04-2020,1101,TA,Iquique,13,0
08-04-2020,1101,TA,Iquique,16,3
09-04-2020,1101,TA,Iquique,17,1
10-04-2020,1101,TA,Iquique,21,4
11-04-2020,1101,TA,Iquique,22,1
12-04-2020,1101,TA,Iquique,24,2
13-04-2020,1101,TA,Iquique,27,3
14-04-2020,1101,TA,Iquique,27,0
15-04-2020,1101,TA,Iquique,27,0
16-04-2020,1101,TA,Iquique,28,1
17-04-2020,1101,TA,Iquique,32,4
18-04-2020,1101,TA,Iquique,33,1
19-04-2020,1101,TA,Iquique,36,3
20-04-2020,1101,TA,Iquique,36,0
21-04-2020,1101,TA,Iquique,40,4
22-04-2020,1101,TA,Iquique,46,6
23-04-2020,1101,TA,Iquique,57,11
24-04-2020,1101,TA,Iquique,59,2
25-04-2020,1101,TA,Iquique,64,5
26-04-2020,1101,TA,Iquique,70,6
27-04-2020,1101,TA,Iquique,72,2
28-04-2020,1101,TA,Iquique,75,3
29-04-2020,1101,TA,Iquique,79,4
30-04-2020,1101,TA,Iquique,90,11
01-05-2020,1101,TA,Iquique,90,0
02-05-2020,1101,TA,Iquique,96,6
03-05-2020,1101,TA,Iquique,116,20
04-05-2020,1101,TA,Iquique,134,18
05-05-2020,1101,TA,Iquique,159,25
06-05-2020,1101,TA,Iquique,174,15
07-05-2020,1101,TA,Iquique,236,62
08-05-2020,1101,TA,Iquique,268,32
09-05-2020,1101,TA,Iquique,279,11
10-05-2020,1101,TA,Iquique,299,20
11-05-2020,1101,TA,Iquique,309,10
12-05-2020,1101,TA,Iquique,325,16
13-05-2020,1101,TA,Iquique,344,19
14-05-2020,1101,TA,Iquique,381,37
15-05-2020,1101,TA,Iquique,443,62
16-05-2020,1101,TA,Iquique,488,45
17-05-2020,1101,TA,Iquique,561,73
18-05-2020,1101,TA,Iquique,611,50
19-05-2020,1101,TA,Iquique,649,38
20-05-2020,1101,TA,Iquique,665,16
21-05-2020,1101,TA,Iquique,722,57
22-05-2020,1101,TA,Iquique,809,87
23-05-2020,1101,TA,Iquique,857,48
24-05-2020,1101,TA,Iquique,907,50
25-05-2020,1101,TA,Iquique,949,42
26-05-2020,1101,TA,Iquique,1008,59
27-05-2020,1101,TA,Iquique,1066,58
28-05-2020,1101,TA,Iquique,1136,70
29-05-2020,1101,TA,Iquique,1224,88
30-05-2020,1101,TA,Iquique,1292,68
31-05-2020,1101,TA,Iquique,1357,65
01-06-2020,1101,TA,Iquique,1448,91
02-06-2020,1101,TA,Iquique,1476,28
03-06-2020,1101,TA,Iquique,1529,53
04-06-2020,1101,TA,Iquique,1616,87
05-06-2020,1101,TA,Iquique,1694,78
06-06-2020,1101,TA,Iquique,1762,68
07-06-2020,1101,TA,Iquique,1863,101
08-06-2020,1101,TA,Iquique,1901,38
09-06-2020,1101,TA,Iquique,1949,48
10-06-2020,1101,TA,Iquique,2014,65
11-06-2020,1101,TA,Iquique,2084,70
12-06-2020,1101,TA,Iquique,2150,66
13-06-2020,1101,TA,Iquique,2257,107
14-06-2020,1101,TA,Iquique,2350,93
15-06-2020,1101,TA,Iquique,2398,48
16-06-2020,1101,TA,Iquique,2465,67
17-06-2020,1101,TA,Iquique,2724,259
18-06-2020,1101,TA,Iquique,2788,64
19-06-2020,1101,TA,Iquique,2878,90
20-06-2020,1101,TA,Iquique,2971,93
21-06-2020,1101,TA,Iquique,3033,62
22-06-2020,1101,TA,Iquique,3079,46
23-06-2020,1101,TA,Iquique,3135,56
24-06-2020,1101,TA,Iquique,3171,36
25-06-2020,1101,TA,Iquique,3229,58
26-06-2020,1101,TA,Iquique,3309,80
27-06-2020,1101,TA,Iquique,3338,29
28-06-2020,1101,TA,Iquique,3409,71
29-06-2020,1101,TA,Iquique,3453,44
30-06-2020,1101,TA,Iquique,3496,43
01-07-2020,1101,TA,Iquique,3537,41
31-03-2020,1107,TA,Alto Hospicio,2,2
01-04-2020,1107,TA,Alto Hospicio,2,0
02-04-2020,1107,TA,Alto Hospicio,3,1
03-04-2020,1107,TA,Alto Hospicio,3,0
04-04-2020,1107,TA,Alto Hospicio,3,0
05-04-2020,1107,TA,Alto Hospicio,4,1
06-04-2020,1107,TA,Alto Hospicio,5,1
07-04-2020,1107,TA,Alto Hospicio,7,2
08-04-2020,1107,TA,Alto Hospicio,7,0
09-04-2020,1107,TA,Alto Hospicio,8,1
10-04-2020,1107,TA,Alto Hospicio,9,1
11-04-2020,1107,TA,Alto Hospicio,9,0
12-04-2020,1107,TA,Alto Hospicio,12,3
13-04-2020,1107,TA,Alto Hospicio,13,1
14-04-2020,1107,TA,Alto Hospicio,13,0
15-04-2020,1107,TA,Alto Hospicio,13,0
16-04-2020,1107,TA,Alto Hospicio,13,0
17-04-2020,1107,TA,Alto Hospicio,13,0
18-04-2020,1107,TA,Alto Hospicio,20,7
19-04-2020,1107,TA,Alto Hospicio,24,4
20-04-2020,1107,TA,Alto Hospicio,26,2
21-04-2020,1107,TA,Alto Hospicio,31,5
22-04-2020,1107,TA,Alto Hospicio,34,3
23-04-2020,1107,TA,Alto Hospicio,37,3
24-04-2020,1107,TA,Alto Hospicio,41,4
25-04-2020,1107,TA,Alto Hospicio,45,4
26-04-2020,1107,TA,Alto Hospicio,52,7
27-04-2020,1107,TA,Alto Hospicio,58,6
28-04-2020,1107,TA,Alto Hospicio,60,2
29-04-2020,1107,TA,Alto Hospicio,70,10
30-04-2020,1107,TA,Alto Hospicio,74,4
01-05-2020,1107,TA,Alto Hospicio,76,2
02-05-2020,1107,TA,Alto Hospicio,81,5
03-05-2020,1107,TA,Alto Hospicio,118,37
04-05-2020,1107,TA,Alto Hospicio,123,5
05-05-2020,1107,TA,Alto Hospicio,125,2
06-05-2020,1107,TA,Alto Hospicio,127,2
07-05-2020,1107,TA,Alto Hospicio,141,14
08-05-2020,1107,TA,Alto Hospicio,146,5
09-05-2020,1107,TA,Alto Hospicio,159,13
10-05-2020,1107,TA,Alto Hospicio,171,12
11-05-2020,1107,TA,Alto Hospicio,186,15
12-05-2020,1107,TA,Alto Hospicio,198,12
13-05-2020,1107,TA,Alto Hospicio,216,18
14-05-2020,1107,TA,Alto Hospicio,244,28
15-05-2020,1107,TA,Alto Hospicio,279,35
16-05-2020,1107,TA,Alto Hospicio,297,18
17-05-2020,1107,TA,Alto Hospicio,350,53
18-05-2020,1107,TA,Alto Hospicio,380,30
19-05-2020,1107,TA,Alto Hospicio,395,15
20-05-2020,1107,TA,Alto Hospicio,409,14
21-05-2020,1107,TA,Alto Hospicio,451,42
22-05-2020,1107,TA,Alto Hospicio,507,56
23-05-2020,1107,TA,Alto Hospicio,534,27
24-05-2020,1107,TA,Alto Hospicio,573,39
25-05-2020,1107,TA,Alto Hospicio,589,16
26-05-2020,1107,TA,Alto Hospicio,624,35
27-05-2020,1107,TA,Alto Hospicio,633,9
28-05-2020,1107,TA,Alto Hospicio,700,67
29-05-2020,1107,TA,Alto Hospicio,745,45
30-05-2020,1107,TA,Alto Hospicio,829,84
31-05-2020,1107,TA,Alto Hospicio,864,35
01-06-2020,1107,TA,Alto Hospicio,920,56
02-06-2020,1107,TA,Alto Hospicio,949,29
03-06-2020,1107,TA,Alto Hospicio,979,30
04-06-2020,1107,TA,Alto Hospicio,1016,37
05-06-2020,1107,TA,Alto Hospicio,1087,71
06-06-2020,1107,TA,Alto Hospicio,1138,51
07-06-2020,1107,TA,Alto Hospicio,1183,45
08-06-2020,1107,TA,Alto Hospicio,1253,70
09-06-2020,1107,TA,Alto Hospicio,1289,36
10-06-2020,1107,TA,Alto Hospicio,1318,29
11-06-2020,1107,TA,Alto Hospicio,1340,22
12-06-2020,1107,TA,Alto Hospicio,1366,26
13-06-2020,1107,TA,Alto Hospicio,1408,42
14-06-2020,1107,TA,Alto Hospicio,1439,31
15-06-2020,1107,TA,Alto Hospicio,1449,10
16-06-2020,1107,TA,Alto Hospicio,1477,28
17-06-2020,1107,TA,Alto Hospicio,1615,138
18-06-2020,1107,TA,Alto Hospicio,1633,18
19-06-2020,1107,TA,Alto Hospicio,1668,35
20-06-2020,1107,TA,Alto Hospicio,1717,49
21-06-2020,1107,TA,Alto Hospicio,1743,26
22-06-2020,1107,TA,Alto Hospicio,1761,18
23-06-2020,1107,TA,Alto Hospicio,1784,23
24-06-2020,1107,TA,Alto Hospicio,1802,18
25-06-2020,1107,TA,Alto Hospicio,1815,13
26-06-2020,1107,TA,Alto Hospicio,1854,39
27-06-2020,1107,TA,Alto Hospicio,1873,19
28-06-2020,1107,TA,Alto Hospicio,1902,29
29-06-2020,1107,TA,Alto Hospicio,1932,30
30-06-2020,1107,TA,Alto Hospicio,1950,18
01-07-2020,1107,TA,Alto Hospicio,1963,13
04-04-2020,1405,TA,Pica,1,1
05-04-2020,1405,TA,Pica,1,0
06-04-2020,1405,TA,Pica,1,0
07-04-2020,1405,TA,Pica,1,0
08-04-2020,1405,TA,Pica,1,0
09-04-2020,1405,TA,Pica,2,1
10-04-2020,1405,TA,Pica,3,1
11-04-2020,1405,TA,Pica,5,2
12-04-2020,1405,TA,Pica,9,4
13-04-2020,1405,TA,Pica,10,1
14-04-2020,1405,TA,Pica,20,10
15-04-2020,1405,TA,Pica,20,0
16-04-2020,1405,TA,Pica,23,3
17-04-2020,1405,TA,Pica,26,3
18-04-2020,1405,TA,Pica,26,0
19-04-2020,1405,TA,Pica,28,2
20-04-2020,1405,TA,Pica,29,1
21-04-2020,1405,TA,Pica,31,2
22-04-2020,1405,TA,Pica,32,1
23-04-2020,1405,TA,Pica,32,0
24-04-2020,1405,TA,Pica,32,0
25-04-2020,1405,TA,Pica,32,0
26-04-2020,1405,TA,Pica,32,0
27-04-2020,1405,TA,Pica,32,0
28-04-2020,1405,TA,Pica,32,0
29-04-2020,1405,TA,Pica,32,0
30-04-2020,1405,TA,Pica,32,0
01-05-2020,1405,TA,Pica,32,0
02-05-2020,1405,TA,Pica,32,0
03-05-2020,1405,TA,Pica,32,0
04-05-2020,1405,TA,Pica,32,0
05-05-2020,1405,TA,Pica,32,0
06-05-2020,1405,TA,Pica,32,0
07-05-2020,1405,TA,Pica,33,1
08-05-2020,1405,TA,Pica,33,0
09-05-2020,1405,TA,Pica,35,2
10-05-2020,1405,TA,Pica,36,1
11-05-2020,1405,TA,Pica,38,2
12-05-2020,1405,TA,Pica,38,0
13-05-2020,1405,TA,Pica,38,0
14-05-2020,1405,TA,Pica,28,-10
15-05-2020,1405,TA,Pica,38,10
16-05-2020,1405,TA,Pica,38,0
17-05-2020,1405,TA,Pica,39,1
18-05-2020,1405,TA,Pica,39,0
19-05-2020,1405,TA,Pica,39,0
20-05-2020,1405,TA,Pica,39,0
21-05-2020,1405,TA,Pica,38,-1
22-05-2020,1405,TA,Pica,38,0
23-05-2020,1405,TA,Pica,38,0
24-05-2020,1405,TA,Pica,40,2
25-05-2020,1405,TA,Pica,38,-2
26-05-2020,1405,TA,Pica,39,1
27-05-2020,1405,TA,Pica,41,2
28-05-2020,1405,TA,Pica,42,1
29-05-2020,1405,TA,Pica,44,2
30-05-2020,1405,TA,Pica,46,2
31-05-2020,1405,TA,Pica,50,4
01-06-2020,1405,TA,Pica,51,1
02-06-2020,1405,TA,Pica,51,0
03-06-2020,1405,TA,Pica,52,1
04-06-2020,1405,TA,Pica,53,1
05-06-2020,1405,TA,Pica,55,2
06-06-2020,1405,TA,Pica,57,2
07-06-2020,1405,TA,Pica,57,0
08-06-2020,1405,TA,Pica,59,2
09-06-2020,1405,TA,Pica,60,1
10-06-2020,1405,TA,Pica,60,0
11-06-2020,1405,TA,Pica,60,0
12-06-2020,1405,TA,Pica,60,0
13-06-2020,1405,TA,Pica,62,2
14-06-2020,1405,TA,Pica,63,1
15-06-2020,1405,TA,Pica,73,10
16-06-2020,1405,TA,Pica,73,0
17-06-2020,1405,TA,Pica,77,4
18-06-2020,1405,TA,Pica,77,0
19-06-2020,1405,TA,Pica,77,0
20-06-2020,1405,TA,Pica,78,1
21-06-2020,1405,TA,Pica,81,3
22-06-2020,1405,TA,Pica,83,2
23-06-2020,1405,TA,Pica,58,-25
24-06-2020,1405,TA,Pica,87,29
25-06-2020,1405,TA,Pica,87,0
26-06-2020,1405,TA,Pica,87,0
27-06-2020,1405,TA,Pica,89,2
28-06-2020,1405,TA,Pica,92,3
29-06-2020,1405,TA,Pica,90,-2
30-06-2020,1405,TA,Pica,91,1
01-07-2020,1405,TA,Pica,91,0
05-04-2020,1401,TA,Pozo Almonte,2,2
06-04-2020,1401,TA,Pozo Almonte,2,0
07-04-2020,1401,TA,Pozo Almonte,2,0
08-04-2020,1401,TA,Pozo Almonte,2,0
09-04-2020,1401,TA,Pozo Almonte,2,0
10-04-2020,1401,TA,Pozo Almonte,2,0
11-04-2020,1401,TA,Pozo Almonte,2,0
12-04-2020,1401,TA,Pozo Almonte,2,0
13-04-2020,1401,TA,Pozo Almonte,2,0
14-04-2020,1401,TA,Pozo Almonte,2,0
15-04-2020,1401,TA,Pozo Almonte,2,0
16-04-2020,1401,TA,Pozo Almonte,2,0
17-04-2020,1401,TA,Pozo Almonte,2,0
18-04-2020,1401,TA,Pozo Almonte,2,0
19-04-2020,1401,TA,Pozo Almonte,2,0
20-04-2020,1401,TA,Pozo Almonte,2,0
21-04-2020,1401,TA,Pozo Almonte,2,0
22-04-2020,1401,TA,Pozo Almonte,2,0
23-04-2020,1401,TA,Pozo Almonte,2,0
24-04-2020,1401,TA,Pozo Almonte,2,0
25-04-2020,1401,TA,Pozo Almonte,2,0
26-04-2020,1401,TA,Pozo Almonte,2,0
27-04-2020,1401,TA,Pozo Almonte,2,0
28-04-2020,1401,TA,Pozo Almonte,2,0
29-04-2020,1401,TA,Pozo Almonte,2,0
30-04-2020,1401,TA,Pozo Almonte,2,0
01-05-2020,1401,TA,Pozo Almonte,2,0
02-05-2020,1401,TA,Pozo Almonte,2,0
03-05-2020,1401,TA,Pozo Almonte,3,1
04-05-2020,1401,TA,Pozo Almonte,3,0
05-05-2020,1401,TA,Pozo Almonte,3,0
06-05-2020,1401,TA,Pozo Almonte,3,0
07-05-2020,1401,TA,Pozo Almonte,4,1
08-05-2020,1401,TA,Pozo Almonte,4,0
09-05-2020,1401,TA,Pozo Almonte,4,0
10-05-2020,1401,TA,Pozo Almonte,5,1
11-05-2020,1401,TA,Pozo Almonte,5,0
12-05-2020,1401,TA,Pozo Almonte,6,1
13-05-2020,1401,TA,Pozo Almonte,6,0
14-05-2020,1401,TA,Pozo Almonte,7,1
15-05-2020,1401,TA,Pozo Almonte,7,0
16-05-2020,1401,TA,Pozo Almonte,9,2
17-05-2020,1401,TA,Pozo Almonte,10,1
18-05-2020,1401,TA,Pozo Almonte,11,1
19-05-2020,1401,TA,Pozo Almonte,11,0
20-05-2020,1401,TA,Pozo Almonte,11,0
21-05-2020,1401,TA,Pozo Almonte,19,8
22-05-2020,1401,TA,Pozo Almonte,20,1
23-05-2020,1401,TA,Pozo Almonte,23,3
24-05-2020,1401,TA,Pozo Almonte,25,2
25-05-2020,1401,TA,Pozo Almonte,30,5
26-05-2020,1401,TA,Pozo Almonte,40,10
27-05-2020,1401,TA,Pozo Almonte,41,1
28-05-2020,1401,TA,Pozo Almonte,48,7
29-05-2020,1401,TA,Pozo Almonte,49,1
30-05-2020,1401,TA,Pozo Almonte,52,3
31-05-2020,1401,TA,Pozo Almonte,57,5
01-06-2020,1401,TA,Pozo Almonte,73,16
02-06-2020,1401,TA,Pozo Almonte,83,10
03-06-2020,1401,TA,Pozo Almonte,87,4
04-06-2020,1401,TA,Pozo Almonte,88,1
05-06-2020,1401,TA,Pozo Almonte,91,3
06-06-2020,1401,TA,Pozo Almonte,97,6
07-06-2020,1401,TA,Pozo Almonte,103,6
08-06-2020,1401,TA,Pozo Almonte,128,25
09-06-2020,1401,TA,Pozo Almonte,141,13
10-06-2020,1401,TA,Pozo Almonte,147,6
11-06-2020,1401,TA,Pozo Almonte,158,11
12-06-2020,1401,TA,Pozo Almonte,193,35
13-06-2020,1401,TA,Pozo Almonte,219,26
14-06-2020,1401,TA,Pozo Almonte,235,16
15-06-2020,1401,TA,Pozo Almonte,270,35
16-06-2020,1401,TA,Pozo Almonte,281,11
17-06-2020,1401,TA,Pozo Almonte,293,12
18-06-2020,1401,TA,Pozo Almonte,293,0
19-06-2020,1401,TA,Pozo Almonte,293,0
20-06-2020,1401,TA,Pozo Almonte,297,4
21-06-2020,1401,TA,Pozo Almonte,311,14
22-06-2020,1401,TA,Pozo Almonte,329,18
23-06-2020,1401,TA,Pozo Almonte,335,6
24-06-2020,1401,TA,Pozo Almonte,341,6
25-06-2020,1401,TA,Pozo Almonte,343,2
26-06-2020,1401,TA,Pozo Almonte,358,15
27-06-2020,1401,TA,Pozo Almonte,360,2
28-06-2020,1401,TA,Pozo Almonte,371,11
29-06-2020,1401,TA,Pozo Almonte,371,0
30-06-2020,1401,TA,Pozo Almonte,381,10
01-07-2020,1401,TA,Pozo Almonte,393,12
02-05-2020,1404,TA,Huara,1,1
03-05-2020,1404,TA,Huara,3,2
04-05-2020,1404,TA,Huara,3,0
05-05-2020,1404,TA,Huara,3,0
06-05-2020,1404,TA,Huara,3,0
07-05-2020,1404,TA,Huara,3,0
08-05-2020,1404,TA,Huara,8,5
09-05-2020,1404,TA,Huara,8,0
10-05-2020,1404,TA,Huara,9,1
11-05-2020,1404,TA,Huara,9,0
12-05-2020,1404,TA,Huara,11,2
13-05-2020,1404,TA,Huara,11,0
14-05-2020,1404,TA,Huara,12,1
15-05-2020,1404,TA,Huara,12,0
16-05-2020,1404,TA,Huara,13,1
17-05-2020,1404,TA,Huara,15,2
18-05-2020,1404,TA,Huara,15,0
19-05-2020,1404,TA,Huara,15,0
20-05-2020,1404,TA,Huara,15,0
21-05-2020,1404,TA,Huara,16,1
22-05-2020,1404,TA,Huara,19,3
23-05-2020,1404,TA,Huara,19,0
24-05-2020,1404,TA,Huara,19,0
25-05-2020,1404,TA,Huara,24,5
26-05-2020,1404,TA,Huara,26,2
27-05-2020,1404,TA,Huara,28,2
28-05-2020,1404,TA,Huara,28,0
29-05-2020,1404,TA,Huara,28,0
30-05-2020,1404,TA,Huara,28,0
31-05-2020,1404,TA,Huara,29,1
01-06-2020,1404,TA,Huara,29,0
02-06-2020,1404,TA,Huara,29,0
03-06-2020,1404,TA,Huara,29,0
04-06-2020,1404,TA,Huara,29,0
05-06-2020,1404,TA,Huara,29,0
06-06-2020,1404,TA,Huara,29,0
07-06-2020,1404,TA,Huara,31,2
08-06-2020,1404,TA,Huara,36,5
09-06-2020,1404,TA,Huara,36,0
10-06-2020,1404,TA,Huara,36,0
11-06-2020,1404,TA,Huara,36,0
12-06-2020,1404,TA,Huara,36,0
13-06-2020,1404,TA,Huara,36,0
14-06-2020,1404,TA,Huara,36,0
15-06-2020,1404,TA,Huara,40,4
16-06-2020,1404,TA,Huara,41,1
17-06-2020,1404,TA,Huara,42,1
18-06-2020,1404,TA,Huara,42,0
19-06-2020,1404,TA,Huara,42,0
20-06-2020,1404,TA,Huara,42,0
21-06-2020,1404,TA,Huara,45,3
22-06-2020,1404,TA,Huara,49,4
23-06-2020,1404,TA,Huara,49,0
24-06-2020,1404,TA,Huara,49,0
25-06-2020,1404,TA,Huara,49,0
26-06-2020,1404,TA,Huara,49,0
27-06-2020,1404,TA,Huara,49,0
28-06-2020,1404,TA,Huara,51,2
29-06-2020,1404,TA,Huara,54,3
30-06-2020,1404,TA,Huara,54,0
01-07-2020,1404,TA,Huara,54,0
28-05-2020,1402,TA,Camiña,2,2
29-05-2020,1402,TA,Camiña,2,0
30-05-2020,1402,TA,Camiña,2,0
31-05-2020,1402,TA,Camiña,3,1
01-06-2020,1402,TA,Camiña,4,1
02-06-2020,1402,TA,Camiña,4,0
03-06-2020,1402,TA,Camiña,4,0
04-06-2020,1402,TA,Camiña,4,0
05-06-2020,1402,TA,Camiña,5,1
06-06-2020,1402,TA,Camiña,7,2
07-06-2020,1402,TA,Camiña,8,1
08-06-2020,1402,TA,Camiña,10,2
09-06-2020,1402,TA,Camiña,10,0
10-06-2020,1402,TA,Camiña,10,0
11-06-2020,1402,TA,Camiña,10,0
12-06-2020,1402,TA,Camiña,10,0
13-06-2020,1402,TA,Camiña,11,1
14-06-2020,1402,TA,Camiña,11,0
15-06-2020,1402,TA,Camiña,12,1
16-06-2020,1402,TA,Camiña,12,0
17-06-2020,1402,TA,Camiña,13,1
18-06-2020,1402,TA,Camiña,13,0
19-06-2020,1402,TA,Camiña,13,0
20-06-2020,1402,TA,Camiña,13,0
21-06-2020,1402,TA,Camiña,13,0
22-06-2020,1402,TA,Camiña,13,0
23-06-2020,1402,TA,Camiña,13,0
24-06-2020,1402,TA,Camiña,13,0
25-06-2020,1402,TA,Camiña,13,0
26-06-2020,1402,TA,Camiña,13,0
27-06-2020,1402,TA,Camiña,17,4
28-06-2020,1402,TA,Camiña,18,1
29-06-2020,1402,TA,Camiña,22,4
30-06-2020,1402,TA,Camiña,22,0
01-07-2020,1402,TA,Camiña,22,0
28-05-2020,1403,TA,Colchane,1,1
29-05-2020,1403,TA,Colchane,1,0
30-05-2020,1403,TA,Colchane,1,0
31-05-2020,1403,TA,Colchane,1,0
01-06-2020,1403,TA,Colchane,1,0
02-06-2020,1403,TA,Colchane,2,1
03-06-2020,1403,TA,Colchane,2,0
04-06-2020,1403,TA,Colchane,4,2
05-06-2020,1403,TA,Colchane,4,0
06-06-2020,1403,TA,Colchane,4,0
07-06-2020,1403,TA,Colchane,5,1
