Fecha,CUT,Region,Comuna,Confirmados Acumulados,Nuevos Confirmados
28-05-2020,2301,AN,Tocopilla,30,2
29-05-2020,2301,AN,Tocopilla,30,0
30-05-2020,2301,AN,Tocopilla,30,0
31-05-2020,2301,AN,Tocopilla,32,2
01-06-2020,2301,AN,Tocopilla,33,1
02-06-2020,2301,AN,Tocopilla,33,0
03-06-2020,2301,AN,Tocopilla,34,1
04-06-2020,2301,AN,Tocopilla,35,1
05-06-2020,2301,AN,Tocopilla,36,1
06-06-2020,2301,AN,Tocopilla,36,0
07-06-2020,2301,AN,Tocopilla,38,2
08-06-2020,2301,AN,Tocopilla,45,7
09-06-2020,2301,AN,Tocopilla,47,2
10-06-2020,2301,AN,Tocopilla,51,4
11-06-2020,2301,AN,Tocopilla,53,2
12-06-2020,2301,AN,Tocopilla,53,0
13-06-2020,2301,AN,Tocopilla,55,2
14-06-2020,2301,AN,Tocopilla,58,3
15-06-2020,2301,AN,Tocopilla,62,4
16-06-2020,2301,AN,Tocopilla,62,0
17-06-2020,2301,AN,Tocopilla,72,10
18-06-2020,2301,AN,Tocopilla,86,14
19-06-2020,2301,AN,Tocopilla,87,1
20-06-2020,2301,AN,Tocopilla,87,0
21-06-2020,2301,AN,Tocopilla,87,0
22-06-2020,2301,AN,Tocopilla,103,16
23-06-2020,2301,AN,Tocopilla,103,0
24-06-2020,2301,AN,Tocopilla,105,2
25-06-2020,2301,AN,Tocopilla,114,9
26-06-2020,2301,AN,Tocopilla,118,4
27-06-2020,2301,AN,Tocopilla,128,10
28-06-2020,2301,AN,Tocopilla,133,5
29-06-2020,2301,AN,Tocopilla,136,3
30-06-2020,2301,AN,Tocopilla,135,-1
01-07-2020,2301,AN,Tocopilla,150,15
13-04-2020,2302,AN,María Elena,1,1
14-04-2020,2302,AN,María Elena,1,0
15-04-2020,2302,AN,María Elena,2,1
16-04-2020,2302,AN,María Elena,3,1
17-04-2020,2302,AN,María Elena,4,1
18-04-2020,2302,AN,María Elena,4,0
19-04-2020,2302,AN,María Elena,6,2
20-04-2020,2302,AN,María Elena,6,0
21-04-2020,2302,AN,María Elena,6,0
22-04-2020,2302,AN,María Elena,6,0
23-04-2020,2302,AN,María Elena,7,1
24-04-2020,2302,AN,María Elena,7,0
25-04-2020,2302,AN,María Elena,10,3
26-04-2020,2302,AN,María Elena,12,2
27-04-2020,2302,AN,María Elena,13,1
28-04-2020,2302,AN,María Elena,16,3
29-04-2020,2302,AN,María Elena,18,2
30-04-2020,2302,AN,María Elena,19,1
01-05-2020,2302,AN,María Elena,29,10
02-05-2020,2302,AN,María Elena,31,2
03-05-2020,2302,AN,María Elena,35,4
04-05-2020,2302,AN,María Elena,35,0
05-05-2020,2302,AN,María Elena,42,7
06-05-2020,2302,AN,María Elena,48,6
07-05-2020,2302,AN,María Elena,48,0
08-05-2020,2302,AN,María Elena,48,0
09-05-2020,2302,AN,María Elena,48,0
10-05-2020,2302,AN,María Elena,50,2
11-05-2020,2302,AN,María Elena,50,0
12-05-2020,2302,AN,María Elena,66,16
13-05-2020,2302,AN,María Elena,79,13
14-05-2020,2302,AN,María Elena,84,5
15-05-2020,2302,AN,María Elena,85,1
16-05-2020,2302,AN,María Elena,107,22
17-05-2020,2302,AN,María Elena,107,0
18-05-2020,2302,AN,María Elena,113,6
19-05-2020,2302,AN,María Elena,127,14
20-05-2020,2302,AN,María Elena,127,0
21-05-2020,2302,AN,María Elena,128,1
22-05-2020,2302,AN,María Elena,132,4
23-05-2020,2302,AN,María Elena,136,4
24-05-2020,2302,AN,María Elena,140,4
25-05-2020,2302,AN,María Elena,147,7
26-05-2020,2302,AN,María Elena,150,3
27-05-2020,2302,AN,María Elena,151,1
28-05-2020,2302,AN,María Elena,154,3
29-05-2020,2302,AN,María Elena,154,0
30-05-2020,2302,AN,María Elena,156,2
31-05-2020,2302,AN,María Elena,157,1
01-06-2020,2302,AN,María Elena,157,0
02-06-2020,2302,AN,María Elena,160,3
03-06-2020,2302,AN,María Elena,160,0
04-06-2020,2302,AN,María Elena,160,0
05-06-2020,2302,AN,María Elena,160,0
06-06-2020,2302,AN,María Elena,164,4
07-06-2020,2302,AN,María Elena,167,3
08-06-2020,2302,AN,María Elena,168,1
09-06-2020,2302,AN,María Elena,168,0
10-06-2020,2302,AN,María Elena,168,0
11-06-2020,2302,AN,María Elena,171,3
12-06-2020,2302,AN,María Elena,172,1
13-06-2020,2302,AN,María Elena,175,3
14-06-2020,2302,AN,María Elena,176,1
15-06-2020,2302,AN,María Elena,176,0
16-06-2020,2302,AN,María Elena,178,2
17-06-2020,2302,AN,María Elena,179,1
18-06-2020,2302,AN,María Elena,181,2
19-06-2020,2302,AN,María Elena,181,0
20-06-2020,2302,AN,María Elena,190,9
21-06-2020,2302,AN,María Elena,192,2
22-06-2020,2302,AN,María Elena,195,3
23-06-2020,2302,AN,María Elena,201,6
24-06-2020,2302,AN,María Elena,205,4
25-06-2020,2302,AN,María Elena,205,0
26-06-2020,2302,AN,María Elena,210,5
27-06-2020,2302,AN,María Elena,216,6
28-06-2020,2302,AN,María Elena,220,4
29-06-2020,2302,AN,María Elena,220,0
30-06-2020,2302,AN,María Elena,220,0
01-07-2020,2302,AN,María Elena,234,14
22-05-2020,3201,AT,Chañaral,1,1
23-05-2020,3201,AT,Chañaral,1,0
24-05-2020,3201,AT,Chañaral,1,0
25-05-2020,3201,AT,Chañaral,1,0
26-05-2020,3201,AT,Chañaral,1,0
27-05-2020,3201,AT,Chañaral,1,0
28-05-2020,3201,AT,Chañaral,1,0
29-05-2020,3201,AT,Chañaral,1,0
30-05-2020,3201,AT,Chañaral,1,0
31-05-2020,3201,AT,Chañaral,1,0
01-06-2020,3201,AT,Chañaral,1,0
02-06-2020,3201,AT,Chañaral,2,1
03-06-2020,3201,AT,Chañaral,2,0
04-06-2020,3201,AT,Chañaral,2,0
05-06-2020,3201,AT,Chañaral,2,0
06-06-2020,3201,AT,Chañaral,2,0
07-06-2020,3201,AT,Chañaral,2,0
08-06-2020,3201,AT,Chañaral,2,0
09-06-2020,3201,AT,Chañaral,2,0
10-06-2020,3201,AT,Chañaral,2,0
11-06-2020,3201,AT,Chañaral,3,1
12-06-2020,3201,AT,Chañaral,5,2
13-06-2020,3201,AT,Chañaral,5,0
14-06-2020,3201,AT,Chañaral,5,0
15-06-2020,3201,AT,Chañaral,6,1
16-06-2020,3201,AT,Chañaral,6,0
18-06-2020,3201,AT,Chañaral,8,2
19-06-2020,3201,AT,Chañaral,8,0
20-06-2020,3201,AT,Chañaral,13,5
21-06-2020,3201,AT,Chañaral,13,0
22-06-2020,3201,AT,Chañaral,17,4
23-06-2020,3201,AT,Chañaral,17,0
24-06-2020,3201,AT,Chañaral,18,1
25-06-2020,3201,AT,Chañaral,18,0
26-06-2020,3201,AT,Chañaral,18,0
27-06-2020,3201,AT,Chañaral,20,2
28-06-2020,3201,AT,Chañaral,20,0
29-06-2020,3201,AT,Chañaral,22,2
30-06-2020,3201,AT,Chañaral,22,0
01-07-2020,3201,AT,Chañaral,22,0
28-03-2020,3202,AT,Diego de Almagro,1,1
29-03-2020,3202,AT,Diego de Almagro,1,0
30-03-2020,3202,AT,Diego de Almagro,1,0
31-03-2020,3202,AT,Diego de Almagro,1,0
01-04-2020,3202,AT,Diego de Almagro,1,0
02-04-2020,3202,AT,Diego de Almagro,1,0
03-04-2020,3202,AT,Diego de Almagro,1,0
04-04-2020,3202,AT,Diego de Almagro,1,0
05-04-2020,3202,AT,Diego de Almagro,1,0
06-04-2020,3202,AT,Diego de Almagro,1,0
07-04-2020,3202,AT,Diego de Almagro,1,0
08-04-2020,3202,AT,Diego de Almagro,1,0
09-04-2020,3202,AT,Diego de Almagro,1,0
10-04-2020,3202,AT,Diego de Almagro,1,0
11-04-2020,3202,AT,Diego de Almagro,1,0
12-04-2020,3202,AT,Diego de Almagro,1,0
13-04-2020,3202,AT,Diego de Almagro,1,0
14-04-2020,3202,AT,Diego de Almagro,1,0
15-04-2020,3202,AT,Diego de Almagro,1,0
16-04-2020,3202,AT,Diego de Almagro,1,0
17-04-2020,3202,AT,Diego de Almagro,1,0
18-04-2020,3202,AT,Diego de Almagro,1,0
19-04-2020,3202,AT,Diego de Almagro,1,0
20-04-2020,3202,AT,Diego de Almagro,1,0
21-04-2020,3202,AT,Diego de Almagro,1,0
22-04-2020,3202,AT,Diego de Almagro,1,0
23-04-2020,3202,AT,Diego de Almagro,1,0
24-04-2020,3202,AT,Diego de Almagro,1,0
25-04-2020,3202,AT,Diego de Almagro,1,0
26-04-2020,3202,AT,Diego de Almagro,1,0
27-04-2020,3202,AT,Diego de Almagro,1,0
28-04-2020,3202,AT,Diego de Almagro,1,0
29-04-2020,3202,AT,Diego de Almagro,1,0
30-04-2020,3202,AT,Diego de Almagro,1,0
01-05-2020,3202,AT,Diego de Almagro,1,0
02-05-2020,3202,AT,Diego de Almagro,1,0
03-05-2020,3202,AT,Diego de Almagro,2,1
04-05-2020,3202,AT,Diego de Almagro,2,0
05-05-2020,3202,AT,Diego de Almagro,2,0
06-05-2020,3202,AT,Diego de Almagro,2,0
07-05-2020,3202,AT,Diego de Almagro,2,0
08-05-2020,3202,AT,Diego de Almagro,2,0
09-05-2020,3202,AT,Diego de Almagro,3,1
10-05-2020,3202,AT,Diego de Almagro,3,0
11-05-2020,3202,AT,Diego de Almagro,3,0
12-05-2020,3202,AT,Diego de Almagro,3,0
13-05-2020,3202,AT,Diego de Almagro,3,0
14-05-2020,3202,AT,Diego de Almagro,3,0
15-05-2020,3202,AT,Diego de Almagro,3,0
16-05-2020,3202,AT,Diego de Almagro,3,0
17-05-2020,3202,AT,Diego de Almagro,3,0
18-05-2020,3202,AT,Diego de Almagro,3,0
19-05-2020,3202,AT,Diego de Almagro,4,1
20-05-2020,3202,AT,Diego de Almagro,4,0
21-05-2020,3202,AT,Diego de Almagro,4,0
22-05-2020,3202,AT,Diego de Almagro,9,5
23-05-2020,3202,AT,Diego de Almagro,9,0
24-05-2020,3202,AT,Diego de Almagro,10,1
25-05-2020,3202,AT,Diego de Almagro,12,2
26-05-2020,3202,AT,Diego de Almagro,12,0
27-05-2020,3202,AT,Diego de Almagro,12,0
28-05-2020,3202,AT,Diego de Almagro,14,2
29-05-2020,3202,AT,Diego de Almagro,14,0
30-05-2020,3202,AT,Diego de Almagro,14,0
31-05-2020,3202,AT,Diego de Almagro,14,0
01-06-2020,3202,AT,Diego de Almagro,15,1
02-06-2020,3202,AT,Diego de Almagro,15,0
03-06-2020,3202,AT,Diego de Almagro,15,0
04-06-2020,3202,AT,Diego de Almagro,15,0
05-06-2020,3202,AT,Diego de Almagro,16,1
06-06-2020,3202,AT,Diego de Almagro,16,0
07-06-2020,3202,AT,Diego de Almagro,17,1
08-06-2020,3202,AT,Diego de Almagro,17,0
09-06-2020,3202,AT,Diego de Almagro,17,0
10-06-2020,3202,AT,Diego de Almagro,17,0
11-06-2020,3202,AT,Diego de Almagro,19,2
12-06-2020,3202,AT,Diego de Almagro,22,3
13-06-2020,3202,AT,Diego de Almagro,24,2
14-06-2020,3202,AT,Diego de Almagro,24,0
15-06-2020,3202,AT,Diego de Almagro,26,2
16-06-2020,3202,AT,Diego de Almagro,26,0
18-06-2020,3202,AT,Diego de Almagro,30,4
19-06-2020,3202,AT,Diego de Almagro,30,0
20-06-2020,3202,AT,Diego de Almagro,31,1
21-06-2020,3202,AT,Diego de Almagro,33,2
22-06-2020,3202,AT,Diego de Almagro,34,1
23-06-2020,3202,AT,Diego de Almagro,35,1
24-06-2020,3202,AT,Diego de Almagro,36,1
25-06-2020,3202,AT,Diego de Almagro,36,0
26-06-2020,3202,AT,Diego de Almagro,36,0
27-06-2020,3202,AT,Diego de Almagro,39,3
28-06-2020,3202,AT,Diego de Almagro,39,0
29-06-2020,3202,AT,Diego de Almagro,39,0
30-06-2020,3202,AT,Diego de Almagro,41,2
01-07-2020,3202,AT,Diego de Almagro,42,1
03-05-2020,3102,AT,Caldera,1,1
04-05-2020,3102,AT,Caldera,1,0
05-05-2020,3102,AT,Caldera,1,0
06-05-2020,3102,AT,Caldera,1,0
07-05-2020,3102,AT,Caldera,1,0
08-05-2020,3102,AT,Caldera,2,1
09-05-2020,3102,AT,Caldera,2,0
10-05-2020,3102,AT,Caldera,2,0
11-05-2020,3102,AT,Caldera,3,1
12-05-2020,3102,AT,Caldera,3,0
13-05-2020,3102,AT,Caldera,3,0
14-05-2020,3102,AT,Caldera,4,1
15-05-2020,3102,AT,Caldera,4,0
16-05-2020,3102,AT,Caldera,4,0
17-05-2020,3102,AT,Caldera,4,0
18-05-2020,3102,AT,Caldera,5,1
19-05-2020,3102,AT,Caldera,5,0
20-05-2020,3102,AT,Caldera,5,0
21-05-2020,3102,AT,Caldera,5,0
22-05-2020,3102,AT,Caldera,5,0
23-05-2020,3102,AT,Caldera,5,0
24-05-2020,3102,AT,Caldera,5,0
25-05-2020,3102,AT,Caldera,5,0
26-05-2020,3102,AT,Caldera,6,1
27-05-2020,3102,AT,Caldera,6,0
28-05-2020,3102,AT,Caldera,6,0
29-05-2020,3102,AT,Caldera,7,1
30-05-2020,3102,AT,Caldera,7,0
31-05-2020,3102,AT,Caldera,7,0
01-06-2020,3102,AT,Caldera,7,0
02-06-2020,3102,AT,Caldera,8,1
03-06-2020,3102,AT,Caldera,8,0
04-06-2020,3102,AT,Caldera,9,1
05-06-2020,3102,AT,Caldera,10,1
06-06-2020,3102,AT,Caldera,10,0
07-06-2020,3102,AT,Caldera,10,0
08-06-2020,3102,AT,Caldera,11,1
09-06-2020,3102,AT,Caldera,11,0
10-06-2020,3102,AT,Caldera,11,0
11-06-2020,3102,AT,Caldera,11,0
12-06-2020,3102,AT,Caldera,11,0
13-06-2020,3102,AT,Caldera,13,2
14-06-2020,3102,AT,Caldera,12,-1
15-06-2020,3102,AT,Caldera,13,1
16-06-2020,3102,AT,Caldera,13,0
18-06-2020,3102,AT,Caldera,16,3
19-06-2020,3102,AT,Caldera,17,1
20-06-2020,3102,AT,Caldera,17,0
21-06-2020,3102,AT,Caldera,18,1
22-06-2020,3102,AT,Caldera,18,0
23-06-2020,3102,AT,Caldera,19,1
24-06-2020,3102,AT,Caldera,23,4
25-06-2020,3102,AT,Caldera,23,0
26-06-2020,3102,AT,Caldera,24,1
27-06-2020,3102,AT,Caldera,24,0
28-06-2020,3102,AT,Caldera,25,1
29-06-2020,3102,AT,Caldera,30,5
30-06-2020,3102,AT,Caldera,36,6
01-07-2020,3102,AT,Caldera,36,0
15-03-2020,3101,AT,Copiapó,1,1
16-03-2020,3101,AT,Copiapó,1,0
17-03-2020,3101,AT,Copiapó,1,0
18-03-2020,3101,AT,Copiapó,1,0
19-03-2020,3101,AT,Copiapó,1,0
20-03-2020,3101,AT,Copiapó,1,0
21-03-2020,3101,AT,Copiapó,1,0
22-03-2020,3101,AT,Copiapó,1,0
23-03-2020,3101,AT,Copiapó,1,0
24-03-2020,3101,AT,Copiapó,1,0
25-03-2020,3101,AT,Copiapó,1,0
26-03-2020,3101,AT,Copiapó,1,0
27-03-2020,3101,AT,Copiapó,1,0
28-03-2020,3101,AT,Copiapó,1,0
29-03-2020,3101,AT,Copiapó,1,0
30-03-2020,3101,AT,Copiapó,1,0
31-03-2020,3101,AT,Copiapó,1,0
01-04-2020,3101,AT,Copiapó,2,1
02-04-2020,3101,AT,Copiapó,2,0
03-04-2020,3101,AT,Copiapó,4,2
04-04-2020,3101,AT,Copiapó,4,0
05-04-2020,3101,AT,Copiapó,4,0
06-04-2020,3101,AT,Copiapó,4,0
07-04-2020,3101,AT,Copiapó,5,1
08-04-2020,3101,AT,Copiapó,5,0
09-04-2020,3101,AT,Copiapó,5,0
10-04-2020,3101,AT,Copiapó,8,3
11-04-2020,3101,AT,Copiapó,8,0
12-04-2020,3101,AT,Copiapó,8,0
13-04-2020,3101,AT,Copiapó,8,0
14-04-2020,3101,AT,Copiapó,8,0
15-04-2020,3101,AT,Copiapó,8,0
16-04-2020,3101,AT,Copiapó,8,0
17-04-2020,3101,AT,Copiapó,8,0
18-04-2020,3101,AT,Copiapó,8,0
19-04-2020,3101,AT,Copiapó,8,0
20-04-2020,3101,AT,Copiapó,8,0
21-04-2020,3101,AT,Copiapó,8,0
22-04-2020,3101,AT,Copiapó,8,0
23-04-2020,3101,AT,Copiapó,8,0
24-04-2020,3101,AT,Copiapó,8,0
25-04-2020,3101,AT,Copiapó,8,0
26-04-2020,3101,AT,Copiapó,8,0
27-04-2020,3101,AT,Copiapó,12,4
28-04-2020,3101,AT,Copiapó,12,0
29-04-2020,3101,AT,Copiapó,18,6
30-04-2020,3101,AT,Copiapó,19,1
01-05-2020,3101,AT,Copiapó,27,8
02-05-2020,3101,AT,Copiapó,29,2
03-05-2020,3101,AT,Copiapó,34,5
04-05-2020,3101,AT,Copiapó,34,0
05-05-2020,3101,AT,Copiapó,41,7
06-05-2020,3101,AT,Copiapó,43,2
07-05-2020,3101,AT,Copiapó,47,4
08-05-2020,3101,AT,Copiapó,52,5
09-05-2020,3101,AT,Copiapó,59,7
10-05-2020,3101,AT,Copiapó,61,2
11-05-2020,3101,AT,Copiapó,67,6
12-05-2020,3101,AT,Copiapó,67,0
13-05-2020,3101,AT,Copiapó,70,3
14-05-2020,3101,AT,Copiapó,70,0
15-05-2020,3101,AT,Copiapó,72,2
16-05-2020,3101,AT,Copiapó,76,4
17-05-2020,3101,AT,Copiapó,79,3
18-05-2020,3101,AT,Copiapó,83,4
19-05-2020,3101,AT,Copiapó,88,5
20-05-2020,3101,AT,Copiapó,90,2
21-05-2020,3101,AT,Copiapó,93,3
22-05-2020,3101,AT,Copiapó,97,4
23-05-2020,3101,AT,Copiapó,97,0
24-05-2020,3101,AT,Copiapó,99,2
25-05-2020,3101,AT,Copiapó,99,0
26-05-2020,3101,AT,Copiapó,107,8
27-05-2020,3101,AT,Copiapó,110,3
28-05-2020,3101,AT,Copiapó,113,3
29-05-2020,3101,AT,Copiapó,119,6
30-05-2020,3101,AT,Copiapó,124,5
31-05-2020,3101,AT,Copiapó,131,7
01-06-2020,3101,AT,Copiapó,133,2
02-06-2020,3101,AT,Copiapó,138,5
03-06-2020,3101,AT,Copiapó,146,8
04-06-2020,3101,AT,Copiapó,154,8
05-06-2020,3101,AT,Copiapó,175,21
06-06-2020,3101,AT,Copiapó,199,24
07-06-2020,3101,AT,Copiapó,209,10
08-06-2020,3101,AT,Copiapó,221,12
09-06-2020,3101,AT,Copiapó,221,0
10-06-2020,3101,AT,Copiapó,221,0
11-06-2020,3101,AT,Copiapó,236,15
12-06-2020,3101,AT,Copiapó,254,18
13-06-2020,3101,AT,Copiapó,264,10
14-06-2020,3101,AT,Copiapó,277,13
15-06-2020,3101,AT,Copiapó,294,17
16-06-2020,3101,AT,Copiapó,304,10
18-06-2020,3101,AT,Copiapó,356,52
19-06-2020,3101,AT,Copiapó,378,22
20-06-2020,3101,AT,Copiapó,393,15
21-06-2020,3101,AT,Copiapó,408,15
22-06-2020,3101,AT,Copiapó,427,19
23-06-2020,3101,AT,Copiapó,437,10
24-06-2020,3101,AT,Copiapó,464,27
25-06-2020,3101,AT,Copiapó,484,20
26-06-2020,3101,AT,Copiapó,520,36
27-06-2020,3101,AT,Copiapó,549,29
28-06-2020,3101,AT,Copiapó,569,20
29-06-2020,3101,AT,Copiapó,596,27
30-06-2020,3101,AT,Copiapó,614,18
01-07-2020,3101,AT,Copiapó,648,34
07-04-2020,3103,AT,Tierra Amarilla,1,1
08-04-2020,3103,AT,Tierra Amarilla,2,1
09-04-2020,3103,AT,Tierra Amarilla,4,2
10-04-2020,3103,AT,Tierra Amarilla,4,0
11-04-2020,3103,AT,Tierra Amarilla,4,0
12-04-2020,3103,AT,Tierra Amarilla,4,0
13-04-2020,3103,AT,Tierra Amarilla,4,0
14-04-2020,3103,AT,Tierra Amarilla,4,0
15-04-2020,3103,AT,Tierra Amarilla,4,0
16-04-2020,3103,AT,Tierra Amarilla,4,0
17-04-2020,3103,AT,Tierra Amarilla,4,0
18-04-2020,3103,AT,Tierra Amarilla,4,0
19-04-2020,3103,AT,Tierra Amarilla,4,0
20-04-2020,3103,AT,Tierra Amarilla,4,0
21-04-2020,3103,AT,Tierra Amarilla,4,0
22-04-2020,3103,AT,Tierra Amarilla,4,0
23-04-2020,3103,AT,Tierra Amarilla,5,1
24-04-2020,3103,AT,Tierra Amarilla,5,0
25-04-2020,3103,AT,Tierra Amarilla,5,0
26-04-2020,3103,AT,Tierra Amarilla,6,1
27-04-2020,3103,AT,Tierra Amarilla,7,1
28-04-2020,3103,AT,Tierra Amarilla,7,0
29-04-2020,3103,AT,Tierra Amarilla,7,0
30-04-2020,3103,AT,Tierra Amarilla,7,0
01-05-2020,3103,AT,Tierra Amarilla,7,0
02-05-2020,3103,AT,Tierra Amarilla,7,0
03-05-2020,3103,AT,Tierra Amarilla,8,1
04-05-2020,3103,AT,Tierra Amarilla,9,1
05-05-2020,3103,AT,Tierra Amarilla,9,0
06-05-2020,3103,AT,Tierra Amarilla,9,0
07-05-2020,3103,AT,Tierra Amarilla,9,0
08-05-2020,3103,AT,Tierra Amarilla,9,0
09-05-2020,3103,AT,Tierra Amarilla,13,4
10-05-2020,3103,AT,Tierra Amarilla,18,5
11-05-2020,3103,AT,Tierra Amarilla,19,1
12-05-2020,3103,AT,Tierra Amarilla,20,1
13-05-2020,3103,AT,Tierra Amarilla,21,1
14-05-2020,3103,AT,Tierra Amarilla,21,0
15-05-2020,3103,AT,Tierra Amarilla,22,1
16-05-2020,3103,AT,Tierra Amarilla,23,1
17-05-2020,3103,AT,Tierra Amarilla,23,0
18-05-2020,3103,AT,Tierra Amarilla,23,0
19-05-2020,3103,AT,Tierra Amarilla,23,0
20-05-2020,3103,AT,Tierra Amarilla,23,0
21-05-2020,3103,AT,Tierra Amarilla,23,0
22-05-2020,3103,AT,Tierra Amarilla,23,0
23-05-2020,3103,AT,Tierra Amarilla,23,0
24-05-2020,3103,AT,Tierra Amarilla,23,0
25-05-2020,3103,AT,Tierra Amarilla,23,0
26-05-2020,3103,AT,Tierra Amarilla,23,0
27-05-2020,3103,AT,Tierra Amarilla,24,1
28-05-2020,3103,AT,Tierra Amarilla,24,0
29-05-2020,3103,AT,Tierra Amarilla,24,0
30-05-2020,3103,AT,Tierra Amarilla,24,0
31-05-2020,3103,AT,Tierra Amarilla,24,0
01-06-2020,3103,AT,Tierra Amarilla,24,0
02-06-2020,3103,AT,Tierra Amarilla,24,0
03-06-2020,3103,AT,Tierra Amarilla,25,1
04-06-2020,3103,AT,Tierra Amarilla,25,0
05-06-2020,3103,AT,Tierra Amarilla,26,1
06-06-2020,3103,AT,Tierra Amarilla,26,0
07-06-2020,3103,AT,Tierra Amarilla,26,0
08-06-2020,3103,AT,Tierra Amarilla,26,0
09-06-2020,3103,AT,Tierra Amarilla,26,0
10-06-2020,3103,AT,Tierra Amarilla,26,0
11-06-2020,3103,AT,Tierra Amarilla,29,3
12-06-2020,3103,AT,Tierra Amarilla,30,1
13-06-2020,3103,AT,Tierra Amarilla,30,0
14-06-2020,3103,AT,Tierra Amarilla,30,0
15-06-2020,3103,AT,Tierra Amarilla,35,5
16-06-2020,3103,AT,Tierra Amarilla,35,0
18-06-2020,3103,AT,Tierra Amarilla,39,4
19-06-2020,3103,AT,Tierra Amarilla,42,3
20-06-2020,3103,AT,Tierra Amarilla,43,1
21-06-2020,3103,AT,Tierra Amarilla,52,9
22-06-2020,3103,AT,Tierra Amarilla,53,1
23-06-2020,3103,AT,Tierra Amarilla,55,2
24-06-2020,3103,AT,Tierra Amarilla,57,2
25-06-2020,3103,AT,Tierra Amarilla,57,0
26-06-2020,3103,AT,Tierra Amarilla,61,4
27-06-2020,3103,AT,Tierra Amarilla,62,1
28-06-2020,3103,AT,Tierra Amarilla,63,1
29-06-2020,3103,AT,Tierra Amarilla,65,2
30-06-2020,3103,AT,Tierra Amarilla,65,0
01-07-2020,3103,AT,Tierra Amarilla,65,0
02-06-2020,3302,AT,Alto Del Carmen,1,1
03-06-2020,3302,AT,Alto Del Carmen,1,0
04-06-2020,3302,AT,Alto Del Carmen,1,0
05-06-2020,3302,AT,Alto Del Carmen,1,0
06-06-2020,3302,AT,Alto Del Carmen,2,1
07-06-2020,3302,AT,Alto Del Carmen,2,0
08-06-2020,3302,AT,Alto Del Carmen,2,0
09-06-2020,3302,AT,Alto Del Carmen,2,0
10-06-2020,3302,AT,Alto Del Carmen,2,0
11-06-2020,3302,AT,Alto Del Carmen,2,0
12-06-2020,3302,AT,Alto Del Carmen,2,0
13-06-2020,3302,AT,Alto Del Carmen,2,0
14-06-2020,3302,AT,Alto Del Carmen,2,0
15-06-2020,3302,AT,Alto Del Carmen,4,2
16-06-2020,3302,AT,Alto Del Carmen,4,0
18-06-2020,3302,AT,Alto Del Carmen,5,1
19-06-2020,3302,AT,Alto Del Carmen,5,0
20-06-2020,3302,AT,Alto Del Carmen,5,0
21-06-2020,3302,AT,Alto Del Carmen,6,1
22-06-2020,3302,AT,Alto Del Carmen,6,0
23-06-2020,3302,AT,Alto Del Carmen,6,0
24-06-2020,3302,AT,Alto Del Carmen,6,0
25-06-2020,3302,AT,Alto Del Carmen,6,0
26-06-2020,3302,AT,Alto Del Carmen,6,0
27-06-2020,3302,AT,Alto Del Carmen,6,0
28-06-2020,3302,AT,Alto Del Carmen,6,0
29-06-2020,3302,AT,Alto Del Carmen,6,0
30-06-2020,3302,AT,Alto Del Carmen,6,0
01-07-2020,3302,AT,Alto Del Carmen,6,0
29-04-2020,3303,AT,Freirina,1,1
30-04-2020,3303,AT,Freirina,1,0
01-05-2020,3303,AT,Freirina,1,0
02-05-2020,3303,AT,Freirina,1,0
03-05-2020,3303,AT,Freirina,1,0
04-05-2020,3303,AT,Freirina,1,0
05-05-2020,3303,AT,Freirina,1,0
06-05-2020,3303,AT,Freirina,1,0
07-05-2020,3303,AT,Freirina,1,0
08-05-2020,3303,AT,Freirina,1,0
09-05-2020,3303,AT,Freirina,1,0
10-05-2020,3303,AT,Freirina,1,0
11-05-2020,3303,AT,Freirina,1,0
12-05-2020,3303,AT,Freirina,1,0
13-05-2020,3303,AT,Freirina,1,0
14-05-2020,3303,AT,Freirina,1,0
15-05-2020,3303,AT,Freirina,1,0
16-05-2020,3303,AT,Freirina,1,0
17-05-2020,3303,AT,Freirina,1,0
18-05-2020,3303,AT,Freirina,1,0
19-05-2020,3303,AT,Freirina,1,0
20-05-2020,3303,AT,Freirina,1,0
21-05-2020,3303,AT,Freirina,1,0
22-05-2020,3303,AT,Freirina,1,0
23-05-2020,3303,AT,Freirina,1,0
24-05-2020,3303,AT,Freirina,1,0
25-05-2020,3303,AT,Freirina,1,0
26-05-2020,3303,AT,Freirina,1,0
27-05-2020,3303,AT,Freirina,1,0
28-05-2020,3303,AT,Freirina,1,0
29-05-2020,3303,AT,Freirina,1,0
30-05-2020,3303,AT,Freirina,1,0
31-05-2020,3303,AT,Freirina,1,0
01-06-2020,3303,AT,Freirina,1,0
02-06-2020,3303,AT,Freirina,1,0
03-06-2020,3303,AT,Freirina,1,0
04-06-2020,3303,AT,Freirina,1,0
05-06-2020,3303,AT,Freirina,1,0
06-06-2020,3303,AT,Freirina,1,0
07-06-2020,3303,AT,Freirina,1,0
08-06-2020,3303,AT,Freirina,1,0
09-06-2020,3303,AT,Freirina,1,0
10-06-2020,3303,AT,Freirina,1,0
11-06-2020,3303,AT,Freirina,2,1
12-06-2020,3303,AT,Freirina,2,0
13-06-2020,3303,AT,Freirina,2,0
14-06-2020,3303,AT,Freirina,2,0
15-06-2020,3303,AT,Freirina,2,0
16-06-2020,3303,AT,Freirina,2,0
18-06-2020,3303,AT,Freirina,3,1
