Fecha,CUT,Region,Comuna,Casos Confirmados
08-04-2020,13122,RM,Peñalolén,78
08-04-2020,13202,RM,Pirque,4
08-04-2020,13123,RM,Providencia,115
08-04-2020,13124,RM,Pudahuel,52
08-04-2020,13201,RM,Puente Alto,166
08-04-2020,13125,RM,Quilicura,57
08-04-2020,13126,RM,Quinta Normal,57
08-04-2020,13127,RM,Recoleta,52
08-04-2020,13128,RM,Renca,22
08-04-2020,13401,RM,San Bernardo,79
08-04-2020,13129,RM,San Joaquín,42
08-04-2020,13203,RM,San José de Maipo,3
08-04-2020,13130,RM,San Miguel,56
08-04-2020,13505,RM,San Pedro,0
08-04-2020,13131,RM,San Ramón,12
08-04-2020,13101,RM,Santiago,271
08-04-2020,13601,RM,Talagante,14
08-04-2020,13303,RM,Tiltil,4
08-04-2020,13132,RM,Vitacura,114
08-04-2020,6302,LI,Chépica,0
08-04-2020,6303,LI,Chimbarongo,2
08-04-2020,6102,LI,Codegua,0
08-04-2020,6103,LI,Coinco,0
08-04-2020,6104,LI,Coltauco,0
08-04-2020,6105,LI,Doñihue,0
08-04-2020,6106,LI,Graneros,0
08-04-2020,6202,LI,La Estrella,0
08-04-2020,6107,LI,Las Cabras,0
08-04-2020,6203,LI,Litueche,0
08-04-2020,6304,LI,Lolol,0
08-04-2020,6108,LI,Machalí,8
08-04-2020,6109,LI,Malloa,0
08-04-2020,6204,LI,Marchihue,0
08-04-2020,6110,LI,Mostazal,0
08-04-2020,6305,LI,Nancagua,0
08-04-2020,6205,LI,Navidad,0
08-04-2020,6111,LI,Olivar,2
08-04-2020,6306,LI,Palmilla,0
08-04-2020,6206,LI,Paredones,0
08-04-2020,6307,LI,Peralillo,0
08-04-2020,6112,LI,Peumo,1
08-04-2020,6113,LI,Pichidegua,0
08-04-2020,6201,LI,Pichilemu,0
08-04-2020,6308,LI,Placilla,1
08-04-2020,6309,LI,Pumanque,0
08-04-2020,6114,LI,Quinta de Tilcoco,2
08-04-2020,6101,LI,Rancagua,15
08-04-2020,6115,LI,Rengo,1
08-04-2020,6116,LI,Requínoa,1
08-04-2020,6301,LI,San Fernando,4
08-04-2020,6117,LI,San Vicente,4
08-04-2020,6310,LI,Santa Cruz,2
08-04-2020,7201,ML,Cauquenes,4
08-04-2020,7202,ML,Chanco,0
08-04-2020,7402,ML,Colbún,5
08-04-2020,7102,ML,Constitución,5
08-04-2020,7103,ML,Curepto,2
08-04-2020,7301,ML,Curicó,13
08-04-2020,7104,ML,Empedrado,0
08-04-2020,7302,ML,Hualañé,0
08-04-2020,7303,ML,Licantén,0
08-04-2020,7401,ML,Linares,12
08-04-2020,7403,ML,Longaví,2
08-04-2020,7105,ML,Maule,3
08-04-2020,7304,ML,Molina,3
08-04-2020,7404,ML,Parral,4
08-04-2020,7106,ML,Pelarco,0
08-04-2020,7203,ML,Pelluhue,1
08-04-2020,7107,ML,Pencahue,0
08-04-2020,7305,ML,Rauco,1
08-04-2020,7405,ML,Retiro,0
08-04-2020,7108,ML,Río Claro,2
08-04-2020,7306,ML,Romeral,2
08-04-2020,7307,ML,Sagrada Familia,1
08-04-2020,7109,ML,San Clemente,0
08-04-2020,7406,ML,San Javier,7
08-04-2020,7110,ML,San Rafael,1
08-04-2020,7101,ML,Talca,51
08-04-2020,7308,ML,Teno,0
08-04-2020,7309,ML,Vichuquén,0
08-04-2020,7407,ML,Villa Alegre,0
08-04-2020,7408,ML,Yerbas Buenas,0
08-04-2020,16102,NB,Bulnes,45
08-04-2020,16101,NB,Chillán,327
08-04-2020,16103,NB,Chillán Viejo,34
08-04-2020,16202,NB,Cobquecura,0
08-04-2020,16203,NB,Coelemu,4
08-04-2020,16302,NB,Coihueco,7
08-04-2020,16104,NB,El Carmen,3
08-04-2020,16204,NB,Ninhue,1
08-04-2020,16303,NB,Ñiquén,2
08-04-2020,16105,NB,Pemuco,3
08-04-2020,16106,NB,Pinto,10
08-04-2020,16205,NB,Portezuelo,0
08-04-2020,16107,NB,Quillón,22
08-04-2020,16201,NB,Quirihue,4
08-04-2020,16206,NB,Ránquil,9
08-04-2020,16301,NB,San Carlos,28
08-04-2020,16304,NB,San Fabián,6
08-04-2020,16108,NB,San Ignacio,6
08-04-2020,16305,NB,San Nicolás,11
08-04-2020,16207,NB,Treguaco,0
08-04-2020,16109,NB,Yungay,37
08-04-2020,8314,BI,Alto Biobío,0
08-04-2020,8302,BI,Antuco,0
08-04-2020,8202,BI,Arauco,6
08-04-2020,8303,BI,Cabrero,1
08-04-2020,8203,BI,Cañete,0
08-04-2020,8103,BI,Chiguayante,35
08-04-2020,8101,BI,Concepción,73
08-04-2020,8204,BI,Contulmo,0
08-04-2020,8102,BI,Coronel,18
08-04-2020,8205,BI,Curanilahue,1
08-04-2020,8104,BI,Florida,2
08-04-2020,8112,BI,Hualpén,74
08-04-2020,8105,BI,Hualqui,7
08-04-2020,8304,BI,Laja,5
08-04-2020,8201,BI,Lebu,0
08-04-2020,8206,BI,Los Álamos,0
08-04-2020,8301,BI,Los Ángeles,22
08-04-2020,8106,BI,Lota,1
08-04-2020,8305,BI,Mulchén,5
08-04-2020,8306,BI,Nacimiento,4
08-04-2020,8307,BI,Negrete,2
08-04-2020,8107,BI,Penco,5
08-04-2020,8308,BI,Quilaco,0
08-04-2020,8309,BI,Quilleco,0
08-04-2020,8108,BI,San Pedro de la Paz,71
08-04-2020,8310,BI,San Rosendo,0
08-04-2020,8311,BI,Santa Bárbara,2
08-04-2020,8109,BI,Santa Juana,0
08-04-2020,8110,BI,Talcahuano,45
08-04-2020,8207,BI,Tirúa,4
08-04-2020,8111,BI,Tomé,30
08-04-2020,8312,BI,Tucapel,1
08-04-2020,8313,BI,Yumbel,5
08-04-2020,9201,AR,Angol,23
08-04-2020,9102,AR,Carahue,6
08-04-2020,9121,AR,Cholchol,3
08-04-2020,9202,AR,Collipulli,0
08-04-2020,9103,AR,Cunco,5
08-04-2020,9203,AR,Curacautín,3
08-04-2020,9104,AR,Curarrehue,4
08-04-2020,9204,AR,Ercilla,2
08-04-2020,9105,AR,Freire,5
08-04-2020,9106,AR,Galvarino,2
08-04-2020,9107,AR,Gorbea,10
08-04-2020,9108,AR,Lautaro,19
08-04-2020,9109,AR,Loncoche,6
08-04-2020,9205,AR,Lonquimay,0
08-04-2020,9206,AR,Los Sauces,0
08-04-2020,9207,AR,Lumaco,0
08-04-2020,9110,AR,Melipeuco,0
08-04-2020,9111,AR,Nueva Imperial,20
08-04-2020,9112,AR,Padre Las Casas,49
08-04-2020,9113,AR,Perquenco,2
08-04-2020,9114,AR,Pitrufquén,12
08-04-2020,9115,AR,Pucón,5
08-04-2020,9208,AR,Purén,2
08-04-2020,9209,AR,Renaico,1
08-04-2020,9116,AR,Saavedra,1
08-04-2020,9101,AR,Temuco,407
08-04-2020,9117,AR,Teodoro Schmidt,3
08-04-2020,9118,AR,Toltén,7
08-04-2020,9210,AR,Traiguén,0
08-04-2020,9211,AR,Victoria,15
08-04-2020,9119,AR,Vilcún,20
08-04-2020,9120,AR,Villarrica,15
08-04-2020,14102,LR,Corral,0
08-04-2020,14202,LR,Futrono,5
08-04-2020,14201,LR,La Unión,18
08-04-2020,14203,LR,Lago Ranco,2
08-04-2020,14103,LR,Lanco,2
08-04-2020,14104,LR,Los Lagos,0
08-04-2020,14105,LR,Máfil,1
08-04-2020,14106,LR,Mariquina,8
08-04-2020,14107,LR,Paillaco,1
08-04-2020,14108,LR,Panguipulli,0
08-04-2020,14204,LR,Río Bueno,5
08-04-2020,14101,LR,Valdivia,72
08-04-2020,10202,LL,Ancud,2
08-04-2020,10102,LL,Calbuco,5
08-04-2020,10201,LL,Castro,6
08-04-2020,10401,LL,Chaitén,1
08-04-2020,10203,LL,Chonchi,0
08-04-2020,10103,LL,Cochamó,0
08-04-2020,10204,LL,Curaco de Vélez,0
08-04-2020,10205,LL,Dalcahue,0
08-04-2020,10104,LL,Fresia,0
08-04-2020,10105,LL,Frutillar,3
08-04-2020,10402,LL,Futaleufú,0
08-04-2020,10403,LL,Hualaihué,3
08-04-2020,10107,LL,Llanquihue,0
08-04-2020,10106,LL,Los Muermos,1
08-04-2020,10108,LL,Maullín,0
08-04-2020,10301,LL,Osorno,207
08-04-2020,10404,LL,Palena,0
08-04-2020,10101,LL,Puerto Montt,37
08-04-2020,10302,LL,Puerto Octay,1
08-04-2020,10109,LL,Puerto Varas,3
08-04-2020,10206,LL,Puqueldón,0
08-04-2020,10303,LL,Purranque,11
08-04-2020,10304,LL,Puyehue,2
08-04-2020,10207,LL,Queilén,0
08-04-2020,10208,LL,Quellón,0
08-04-2020,10209,LL,Quemchi,0
08-04-2020,10210,LL,Quinchao,1
08-04-2020,10305,LL,Río Negro,1
08-04-2020,10306,LL,San Juan de la Costa,11
08-04-2020,10307,LL,San Pablo,6
08-04-2020,11201,AI,Aisén,4
08-04-2020,11401,AI,Chile Chico,1
08-04-2020,11202,AI,Cisnes,0
08-04-2020,11301,AI,Cochrane,0
08-04-2020,11101,AI,Coyhaique,1
08-04-2020,11203,AI,Guaitecas,0
08-04-2020,11102,AI,Lago Verde,0
08-04-2020,11302,AI,O'Higgins,0
08-04-2020,11402,AI,Río Ibáñez,0
08-04-2020,11303,AI,Tortel,1
08-04-2020,12202,MA,Antártica,0
08-04-2020,12201,MA,Cabo de Hornos,11
08-04-2020,12102,MA,Laguna Blanca,0
08-04-2020,12401,MA,Natales,5
08-04-2020,12301,MA,Porvenir,3
08-04-2020,12302,MA,Primavera,0
08-04-2020,12101,MA,Punta Arenas,207
08-04-2020,12103,MA,Río Verde,0
08-04-2020,12104,MA,San Gregorio,0
08-04-2020,12303,MA,Timaukel,0
08-04-2020,12402,MA,Torres del Paine,0
10-04-2020,15101,AP,Arica,87
10-04-2020,15102,AP,Camarones,0
10-04-2020,15202,AP,General Lagos,0
10-04-2020,15201,AP,Putre,0
10-04-2020,1107,TA,Alto Hospicio,10
10-04-2020,1402,TA,Camiña,0
10-04-2020,1403,TA,Colchane,0
10-04-2020,1404,TA,Huara,0
10-04-2020,1101,TA,Iquique,18
10-04-2020,1405,TA,Pica,5
10-04-2020,1401,TA,Pozo Almonte,2
10-04-2020,2101,AN,Antofagasta,82
10-04-2020,2201,AN,Calama,13
10-04-2020,2302,AN,María Elena,0
10-04-2020,2102,AN,Mejillones,6
10-04-2020,2202,AN,Ollagüe,0
10-04-2020,2203,AN,San Pedro de Atacama,4
10-04-2020,2103,AN,Sierra Gorda,0
10-04-2020,2104,AN,Taltal,3
10-04-2020,2301,AN,Tocopilla,2
10-04-2020,3302,AT,Alto del Carmen,0
10-04-2020,3102,AT,Caldera,0
10-04-2020,3201,AT,Chañaral,0
10-04-2020,3101,AT,Copiapó,8
10-04-2020,3202,AT,Diego de Almagro,1
10-04-2020,3303,AT,Freirina,0
10-04-2020,3304,AT,Huasco,0
10-04-2020,3103,AT,Tierra Amarilla,4
10-04-2020,3301,AT,Vallenar,0
10-04-2020,4103,CO,Andacollo,0
10-04-2020,4202,CO,Canela,0
10-04-2020,4302,CO,Combarbalá,0
10-04-2020,4102,CO,Coquimbo,21
10-04-2020,4201,CO,Illapel,13
10-04-2020,4104,CO,La Higuera,0
10-04-2020,4101,CO,La Serena,12
10-04-2020,4203,CO,Los Vilos,1
10-04-2020,4303,CO,Monte Patria,0
10-04-2020,4301,CO,Ovalle,8
10-04-2020,4105,CO,Paiguano,0
10-04-2020,4304,CO,Punitaqui,0
10-04-2020,4305,CO,Río Hurtado,1
10-04-2020,4204,CO,Salamanca,5
10-04-2020,4106,CO,Vicuña,0
10-04-2020,5602,VS,Algarrobo,8
10-04-2020,5402,VS,Cabildo,0
10-04-2020,5502,VS,Calera,9
10-04-2020,5302,VS,Calle Larga,2
10-04-2020,5603,VS,Cartagena,0
10-04-2020,5102,VS,Casablanca,2
10-04-2020,5702,VS,Catemu,0
10-04-2020,5103,VS,Concón,3
10-04-2020,5604,VS,El Quisco,1
10-04-2020,5605,VS,El Tabo,2
10-04-2020,5503,VS,Hijuelas,0
10-04-2020,5201,VS,Isla de Pascua,6
10-04-2020,5104,VS,Juan Fernández,0
10-04-2020,5504,VS,La Cruz,2
10-04-2020,5401,VS,La Ligua,2
10-04-2020,5802,VS,Limache,7
10-04-2020,5703,VS,Llaillay,2
10-04-2020,5301,VS,Los Andes,6
10-04-2020,5506,VS,Nogales,0
10-04-2020,5803,VS,Olmué,0
10-04-2020,5704,VS,Panquehue,0
10-04-2020,5403,VS,Papudo,0
10-04-2020,5404,VS,Petorca,5
10-04-2020,5105,VS,Puchuncaví,0
10-04-2020,5705,VS,Putaendo,1
10-04-2020,5501,VS,Quillota,13
10-04-2020,5801,VS,Quilpué,18
10-04-2020,5107,VS,Quintero,4
10-04-2020,5303,VS,Rinconada,2
10-04-2020,5601,VS,San Antonio,13
10-04-2020,5304,VS,San Esteban,0
10-04-2020,5701,VS,San Felipe,6
10-04-2020,5706,VS,Santa María,2
10-04-2020,5606,VS,Santo Domingo,5
10-04-2020,5101,VS,Valparaíso,39
10-04-2020,5804,VS,Villa Alemana,12
10-04-2020,5109,VS,Viña del Mar,69
10-04-2020,5405,VS,Zapallar,0
10-04-2020,13502,RM,Alhué,0
10-04-2020,13402,RM,Buin,29
10-04-2020,13403,RM,Calera de Tango,8
10-04-2020,13102,RM,Cerrillos,21
10-04-2020,13103,RM,Cerro Navia,42
10-04-2020,13301,RM,Colina,66
10-04-2020,13104,RM,Conchalí,47
10-04-2020,13503,RM,Curacaví,10
10-04-2020,13105,RM,El Bosque,64
10-04-2020,13602,RM,El Monte,9
10-04-2020,13106,RM,Estación Central,61
10-04-2020,13107,RM,Huechuraba,38
10-04-2020,13108,RM,Independencia,37
10-04-2020,13603,RM,Isla de Maipo,10
10-04-2020,13109,RM,La Cisterna,34
10-04-2020,13110,RM,La Florida,126
10-04-2020,13111,RM,La Granja,36
10-04-2020,13112,RM,La Pintana,39
10-04-2020,13113,RM,La Reina,52
10-04-2020,13302,RM,Lampa,26
10-04-2020,13114,RM,Las Condes,281
10-04-2020,13115,RM,Lo Barnechea,110
10-04-2020,13116,RM,Lo Espejo,34
10-04-2020,13117,RM,Lo Prado,35
10-04-2020,13118,RM,Macul,43
10-04-2020,13119,RM,Maipú,167
10-04-2020,13504,RM,María Pinto,0
10-04-2020,13501,RM,Melipilla,16
10-04-2020,13120,RM,Ñuñoa,155
10-04-2020,13604,RM,Padre Hurtado,20
10-04-2020,13404,RM,Paine,7
10-04-2020,13121,RM,Pedro Aguirre Cerda,36
10-04-2020,13605,RM,Peñaflor,20
10-04-2020,13122,RM,Peñalolén,98
10-04-2020,13202,RM,Pirque,9
10-04-2020,13123,RM,Providencia,129
10-04-2020,13124,RM,Pudahuel,67
10-04-2020,13201,RM,Puente Alto,239
10-04-2020,13125,RM,Quilicura,79
10-04-2020,13126,RM,Quinta Normal,69
10-04-2020,13127,RM,Recoleta,61
10-04-2020,13128,RM,Renca,28
10-04-2020,13401,RM,San Bernardo,117
10-04-2020,13129,RM,San Joaquín,52
10-04-2020,13203,RM,San José de Maipo,4
10-04-2020,13130,RM,San Miguel,69
10-04-2020,13505,RM,San Pedro,0
10-04-2020,13131,RM,San Ramón,18
10-04-2020,13101,RM,Santiago,321
10-04-2020,13601,RM,Talagante,18
10-04-2020,13303,RM,Tiltil,4
10-04-2020,13132,RM,Vitacura,119
10-04-2020,6302,LI,Chépica,0
10-04-2020,6303,LI,Chimbarongo,2
10-04-2020,6102,LI,Codegua,0
10-04-2020,6103,LI,Coinco,0
10-04-2020,6104,LI,Coltauco,0
10-04-2020,6105,LI,Doñihue,0
10-04-2020,6106,LI,Graneros,0
10-04-2020,6202,LI,La Estrella,0
10-04-2020,6107,LI,Las Cabras,0
10-04-2020,6203,LI,Litueche,0
10-04-2020,6304,LI,Lolol,0
10-04-2020,6108,LI,Machalí,8
10-04-2020,6109,LI,Malloa,0
10-04-2020,6204,LI,Marchihue,0
10-04-2020,6110,LI,Mostazal,0
10-04-2020,6305,LI,Nancagua,0
10-04-2020,6205,LI,Navidad,0
10-04-2020,6111,LI,Olivar,3
10-04-2020,6306,LI,Palmilla,0
10-04-2020,6206,LI,Paredones,0
10-04-2020,6307,LI,Peralillo,0
10-04-2020,6112,LI,Peumo,1
10-04-2020,6113,LI,Pichidegua,0
10-04-2020,6201,LI,Pichilemu,0
10-04-2020,6308,LI,Placilla,1
10-04-2020,6309,LI,Pumanque,0
10-04-2020,6114,LI,Quinta de Tilcoco,2
10-04-2020,6101,LI,Rancagua,15
10-04-2020,6115,LI,Rengo,1
10-04-2020,6116,LI,Requínoa,1
10-04-2020,6301,LI,San Fernando,4
10-04-2020,6117,LI,San Vicente,4
10-04-2020,6310,LI,Santa Cruz,2
10-04-2020,7201,ML,Cauquenes,4
10-04-2020,7202,ML,Chanco,0
10-04-2020,7402,ML,Colbún,5
10-04-2020,7102,ML,Constitución,5
10-04-2020,7103,ML,Curepto,3
10-04-2020,7301,ML,Curicó,17
10-04-2020,7104,ML,Empedrado,0
10-04-2020,7302,ML,Hualañé,0
10-04-2020,7303,ML,Licantén,0
10-04-2020,7401,ML,Linares,13
10-04-2020,7403,ML,Longaví,2
10-04-2020,7105,ML,Maule,3
10-04-2020,7304,ML,Molina,3
10-04-2020,7404,ML,Parral,5
10-04-2020,7106,ML,Pelarco,0
10-04-2020,7203,ML,Pelluhue,1
10-04-2020,7107,ML,Pencahue,0
10-04-2020,7305,ML,Rauco,2
10-04-2020,7405,ML,Retiro,0
10-04-2020,7108,ML,Río Claro,3
10-04-2020,7306,ML,Romeral,3
10-04-2020,7307,ML,Sagrada Familia,1
10-04-2020,7109,ML,San Clemente,0
10-04-2020,7406,ML,San Javier,8
10-04-2020,7110,ML,San Rafael,1
10-04-2020,7101,ML,Talca,51
10-04-2020,7308,ML,Teno,1
10-04-2020,7309,ML,Vichuquén,0
10-04-2020,7407,ML,Villa Alegre,0
10-04-2020,7408,ML,Yerbas Buenas,0
10-04-2020,16102,NB,Bulnes,48
10-04-2020,16101,NB,Chillán,342
10-04-2020,16103,NB,Chillán Viejo,40
10-04-2020,16202,NB,Cobquecura,0
10-04-2020,16203,NB,Coelemu,4
10-04-2020,16302,NB,Coihueco,8
10-04-2020,16104,NB,El Carmen,3
10-04-2020,16204,NB,Ninhue,1
10-04-2020,16303,NB,Ñiquén,2
10-04-2020,16105,NB,Pemuco,3
10-04-2020,16106,NB,Pinto,10
10-04-2020,16205,NB,Portezuelo,0
10-04-2020,16107,NB,Quillón,22
10-04-2020,16201,NB,Quirihue,4
10-04-2020,16206,NB,Ránquil,9
10-04-2020,16301,NB,San Carlos,29
10-04-2020,16304,NB,San Fabián,6
10-04-2020,16108,NB,San Ignacio,6
10-04-2020,16305,NB,San Nicolás,12
10-04-2020,16207,NB,Treguaco,0
10-04-2020,16109,NB,Yungay,38
10-04-2020,8314,BI,Alto Biobío,0
10-04-2020,8302,BI,Antuco,0
10-04-2020,8202,BI,Arauco,6
10-04-2020,8303,BI,Cabrero,4
10-04-2020,8203,BI,Cañete,0
10-04-2020,8103,BI,Chiguayante,40
10-04-2020,8101,BI,Concepción,81
10-04-2020,8204,BI,Contulmo,0
10-04-2020,8102,BI,Coronel,18
10-04-2020,8205,BI,Curanilahue,1
10-04-2020,8104,BI,Florida,2
10-04-2020,8112,BI,Hualpén,83
10-04-2020,8105,BI,Hualqui,7
10-04-2020,8304,BI,Laja,5
10-04-2020,8201,BI,Lebu,0
10-04-2020,8206,BI,Los Álamos,0
10-04-2020,8301,BI,Los Ángeles,22
10-04-2020,8106,BI,Lota,1
10-04-2020,8305,BI,Mulchén,5
10-04-2020,8306,BI,Nacimiento,5
10-04-2020,8307,BI,Negrete,2
10-04-2020,8107,BI,Penco,5
10-04-2020,8308,BI,Quilaco,0
10-04-2020,8309,BI,Quilleco,0
10-04-2020,8108,BI,San Pedro de la Paz,73
10-04-2020,8310,BI,San Rosendo,0
10-04-2020,8311,BI,Santa Bárbara,2
10-04-2020,8109,BI,Santa Juana,0
10-04-2020,8110,BI,Talcahuano,46
10-04-2020,8207,BI,Tirúa,4
10-04-2020,8111,BI,Tomé,30
10-04-2020,8312,BI,Tucapel,1
10-04-2020,8313,BI,Yumbel,5
10-04-2020,9201,AR,Angol,24
10-04-2020,9102,AR,Carahue,6
10-04-2020,9121,AR,Cholchol,4
10-04-2020,9202,AR,Collipulli,0
10-04-2020,9103,AR,Cunco,5
10-04-2020,9203,AR,Curacautín,5
10-04-2020,9104,AR,Curarrehue,4
10-04-2020,9204,AR,Ercilla,2
10-04-2020,9105,AR,Freire,5
10-04-2020,9106,AR,Galvarino,2
10-04-2020,9107,AR,Gorbea,10
10-04-2020,9108,AR,Lautaro,19
10-04-2020,9109,AR,Loncoche,6
10-04-2020,9205,AR,Lonquimay,0
10-04-2020,9206,AR,Los Sauces,0
10-04-2020,9207,AR,Lumaco,0
10-04-2020,9110,AR,Melipeuco,0
10-04-2020,9111,AR,Nueva Imperial,22
10-04-2020,9112,AR,Padre Las Casas,49
10-04-2020,9113,AR,Perquenco,2
10-04-2020,9114,AR,Pitrufquén,12
10-04-2020,9115,AR,Pucón,5
10-04-2020,9208,AR,Purén,2
10-04-2020,9209,AR,Renaico,1
10-04-2020,9116,AR,Saavedra,1
10-04-2020,9101,AR,Temuco,443
10-04-2020,9117,AR,Teodoro Schmidt,4
10-04-2020,9118,AR,Toltén,7
10-04-2020,9210,AR,Traiguén,1
10-04-2020,9211,AR,Victoria,15
10-04-2020,9119,AR,Vilcún,20
10-04-2020,9120,AR,Villarrica,15
10-04-2020,14102,LR,Corral,0
10-04-2020,14202,LR,Futrono,5
10-04-2020,14201,LR,La Unión,18
10-04-2020,14203,LR,Lago Ranco,2
10-04-2020,14103,LR,Lanco,2
10-04-2020,14104,LR,Los Lagos,0
10-04-2020,14105,LR,Máfil,1
10-04-2020,14106,LR,Mariquina,8
10-04-2020,14107,LR,Paillaco,1
10-04-2020,14108,LR,Panguipulli,0
10-04-2020,14204,LR,Río Bueno,5
10-04-2020,14101,LR,Valdivia,82
10-04-2020,10202,LL,Ancud,3
10-04-2020,10102,LL,Calbuco,5
10-04-2020,10201,LL,Castro,7
10-04-2020,10401,LL,Chaitén,1
10-04-2020,10203,LL,Chonchi,0
10-04-2020,10103,LL,Cochamó,0
10-04-2020,10204,LL,Curaco de Vélez,0
10-04-2020,10205,LL,Dalcahue,0
10-04-2020,10104,LL,Fresia,0
10-04-2020,10105,LL,Frutillar,3
10-04-2020,10402,LL,Futaleufú,0
10-04-2020,10403,LL,Hualaihué,3
10-04-2020,10107,LL,Llanquihue,0
10-04-2020,10106,LL,Los Muermos,1
10-04-2020,10108,LL,Maullín,1
10-04-2020,10301,LL,Osorno,220
10-04-2020,10404,LL,Palena,0
10-04-2020,10101,LL,Puerto Montt,39
10-04-2020,10302,LL,Puerto Octay,1
10-04-2020,10109,LL,Puerto Varas,3
10-04-2020,10206,LL,Puqueldón,0
10-04-2020,10303,LL,Purranque,16
10-04-2020,10304,LL,Puyehue,2
10-04-2020,10207,LL,Queilén,0
10-04-2020,10208,LL,Quellón,0
10-04-2020,10209,LL,Quemchi,0
10-04-2020,10210,LL,Quinchao,1
10-04-2020,10305,LL,Río Negro,2
10-04-2020,10306,LL,San Juan de la Costa,11
10-04-2020,10307,LL,San Pablo,6
10-04-2020,11201,AI,Aisén,4
10-04-2020,11401,AI,Chile Chico,1
10-04-2020,11202,AI,Cisnes,0
10-04-2020,11301,AI,Cochrane,0
10-04-2020,11101,AI,Coyhaique,1
10-04-2020,11203,AI,Guaitecas,0
10-04-2020,11102,AI,Lago Verde,0
10-04-2020,11302,AI,O'Higgins,0
10-04-2020,11402,AI,Río Ibáñez,0
10-04-2020,11303,AI,Tortel,1
10-04-2020,12202,MA,Antártica,0
10-04-2020,12201,MA,Cabo de Hornos,13
10-04-2020,12102,MA,Laguna Blanca,0
10-04-2020,12401,MA,Natales,6
10-04-2020,12301,MA,Porvenir,3
10-04-2020,12302,MA,Primavera,0
10-04-2020,12101,MA,Punta Arenas,299
10-04-2020,12103,MA,Río Verde,0
10-04-2020,12104,MA,San Gregorio,0
10-04-2020,12303,MA,Timaukel,0
10-04-2020,12402,MA,Torres del Paine,0
13-04-2020,15101,AP,Arica,115
13-04-2020,15102,AP,Camarones,0
13-04-2020,15202,AP,General Lagos,0
13-04-2020,15201,AP,Putre,0
13-04-2020,1107,TA,Alto Hospicio,14
13-04-2020,1402,TA,Camiña,0
13-04-2020,1403,TA,Colchane,0
13-04-2020,1404,TA,Huara,0
13-04-2020,1101,TA,Iquique,26
13-04-2020,1405,TA,Pica,10
13-04-2020,1401,TA,Pozo Almonte,2
13-04-2020,2101,AN,Antofagasta,106
13-04-2020,2201,AN,Calama,20
13-04-2020,2302,AN,María Elena,1
13-04-2020,2102,AN,Mejillones,12
13-04-2020,2202,AN,Ollagüe,0
13-04-2020,2203,AN,San Pedro de Atacama,4
13-04-2020,2103,AN,Sierra Gorda,0
13-04-2020,2104,AN,Taltal,3
13-04-2020,2301,AN,Tocopilla,3
13-04-2020,3302,AT,Alto del Carmen,0
13-04-2020,3102,AT,Caldera,0
13-04-2020,3201,AT,Chañaral,0
13-04-2020,3101,AT,Copiapó,8
13-04-2020,3202,AT,Diego de Almagro,1
13-04-2020,3303,AT,Freirina,0
13-04-2020,3304,AT,Huasco,0
13-04-2020,3103,AT,Tierra Amarilla,4
13-04-2020,3301,AT,Vallenar,0
13-04-2020,4103,CO,Andacollo,0
13-04-2020,4202,CO,Canela,0
13-04-2020,4302,CO,Combarbalá,0
13-04-2020,4102,CO,Coquimbo,21
13-04-2020,4201,CO,Illapel,17
13-04-2020,4104,CO,La Higuera,0
13-04-2020,4101,CO,La Serena,12
13-04-2020,4203,CO,Los Vilos,1
13-04-2020,4303,CO,Monte Patria,0
13-04-2020,4301,CO,Ovalle,8
13-04-2020,4105,CO,Paiguano,0
13-04-2020,4304,CO,Punitaqui,0
13-04-2020,4305,CO,Río Hurtado,1
13-04-2020,4204,CO,Salamanca,6
13-04-2020,4106,CO,Vicuña,0
13-04-2020,5602,VS,Algarrobo,8
13-04-2020,5402,VS,Cabildo,0
13-04-2020,5502,VS,Calera,9
13-04-2020,5302,VS,Calle Larga,2
13-04-2020,5603,VS,Cartagena,2
13-04-2020,5102,VS,Casablanca,3
13-04-2020,5702,VS,Catemu,0
13-04-2020,5103,VS,Concón,6
13-04-2020,5604,VS,El Quisco,3
13-04-2020,5605,VS,El Tabo,2
13-04-2020,5503,VS,Hijuelas,0
13-04-2020,5201,VS,Isla de Pascua,6
13-04-2020,5104,VS,Juan Fernández,0
13-04-2020,5504,VS,La Cruz,5
13-04-2020,5401,VS,La Ligua,2
13-04-2020,5802,VS,Limache,8
13-04-2020,5703,VS,Llaillay,2
13-04-2020,5301,VS,Los Andes,6
13-04-2020,5506,VS,Nogales,0
13-04-2020,5803,VS,Olmué,1
13-04-2020,5704,VS,Panquehue,0
13-04-2020,5403,VS,Papudo,0
13-04-2020,5404,VS,Petorca,6
13-04-2020,5105,VS,Puchuncaví,0
13-04-2020,5705,VS,Putaendo,1
13-04-2020,5501,VS,Quillota,16
13-04-2020,5801,VS,Quilpué,20
13-04-2020,5107,VS,Quintero,5
13-04-2020,5303,VS,Rinconada,2
13-04-2020,5601,VS,San Antonio,17
13-04-2020,5304,VS,San Esteban,0
13-04-2020,5701,VS,San Felipe,6
13-04-2020,5706,VS,Santa María,2
13-04-2020,5606,VS,Santo Domingo,5
13-04-2020,5101,VS,Valparaíso,44
13-04-2020,5804,VS,Villa Alemana,12
13-04-2020,5109,VS,Viña del Mar,72
13-04-2020,5405,VS,Zapallar,0
13-04-2020,13502,RM,Alhué,0
13-04-2020,13402,RM,Buin,36
