Fecha,CUT,Region,Comuna,Casos Confirmados
04-05-2020,5303,VS,Rinconada,2
04-05-2020,5601,VS,San Antonio,86
04-05-2020,5304,VS,San Esteban,3
04-05-2020,5701,VS,San Felipe,9
04-05-2020,5706,VS,Santa María,16
04-05-2020,5606,VS,Santo Domingo,22
04-05-2020,5101,VS,Valparaíso,109
04-05-2020,5804,VS,Villa Alemana,19
04-05-2020,5109,VS,Viña del Mar,135
04-05-2020,5405,VS,Zapallar,0
04-05-2020,13502,RM,Alhué,0
04-05-2020,13402,RM,Buin,92
04-05-2020,13403,RM,Calera de Tango,17
04-05-2020,13102,RM,Cerrillos,241
04-05-2020,13103,RM,Cerro Navia,227
04-05-2020,13301,RM,Colina,152
04-05-2020,13104,RM,Conchalí,295
04-05-2020,13503,RM,Curacaví,23
04-05-2020,13105,RM,El Bosque,275
04-05-2020,13602,RM,El Monte,21
04-05-2020,13106,RM,Estación Central,447
04-05-2020,13107,RM,Huechuraba,150
04-05-2020,13108,RM,Independencia,594
04-05-2020,13603,RM,Isla de Maipo,15
04-05-2020,13109,RM,La Cisterna,143
04-05-2020,13110,RM,La Florida,578
04-05-2020,13111,RM,La Granja,193
04-05-2020,13112,RM,La Pintana,345
04-05-2020,13113,RM,La Reina,136
04-05-2020,13302,RM,Lampa,117
04-05-2020,13114,RM,Las Condes,477
04-05-2020,13115,RM,Lo Barnechea,273
04-05-2020,13116,RM,Lo Espejo,162
04-05-2020,13117,RM,Lo Prado,210
04-05-2020,13118,RM,Macul,181
04-05-2020,13119,RM,Maipú,580
04-05-2020,13504,RM,María Pinto,3
04-05-2020,13501,RM,Melipilla,110
04-05-2020,13120,RM,Ñuñoa,365
04-05-2020,13604,RM,Padre Hurtado,66
04-05-2020,13404,RM,Paine,26
04-05-2020,13121,RM,Pedro Aguirre Cerda,229
04-05-2020,13605,RM,Peñaflor,76
04-05-2020,13122,RM,Peñalolén,404
04-05-2020,13202,RM,Pirque,43
04-05-2020,13123,RM,Providencia,250
04-05-2020,13124,RM,Pudahuel,288
04-05-2020,13201,RM,Puente Alto,1129
04-05-2020,13125,RM,Quilicura,546
04-05-2020,13126,RM,Quinta Normal,306
04-05-2020,13127,RM,Recoleta,602
04-05-2020,13128,RM,Renca,255
04-05-2020,13401,RM,San Bernardo,544
04-05-2020,13129,RM,San Joaquín,267
04-05-2020,13203,RM,San José de Maipo,23
04-05-2020,13130,RM,San Miguel,255
04-05-2020,13505,RM,San Pedro,10
04-05-2020,13131,RM,San Ramón,220
04-05-2020,13101,RM,Santiago,1294
04-05-2020,13601,RM,Talagante,42
04-05-2020,13303,RM,Tiltil,12
04-05-2020,13132,RM,Vitacura,164
04-05-2020,6302,LI,Chépica,0
04-05-2020,6303,LI,Chimbarongo,2
04-05-2020,6102,LI,Codegua,2
04-05-2020,6103,LI,Coinco,1
04-05-2020,6104,LI,Coltauco,0
04-05-2020,6105,LI,Doñihue,2
04-05-2020,6106,LI,Graneros,2
04-05-2020,6202,LI,La Estrella,0
04-05-2020,6107,LI,Las Cabras,10
04-05-2020,6203,LI,Litueche,8
04-05-2020,6304,LI,Lolol,0
04-05-2020,6108,LI,Machalí,16
04-05-2020,6109,LI,Malloa,0
04-05-2020,6204,LI,Marchihue,0
04-05-2020,6110,LI,Mostazal,1
04-05-2020,6305,LI,Nancagua,1
04-05-2020,6205,LI,Navidad,2
04-05-2020,6111,LI,Olivar,6
04-05-2020,6306,LI,Palmilla,0
04-05-2020,6206,LI,Paredones,0
04-05-2020,6307,LI,Peralillo,0
04-05-2020,6112,LI,Peumo,2
04-05-2020,6113,LI,Pichidegua,0
04-05-2020,6201,LI,Pichilemu,0
04-05-2020,6308,LI,Placilla,1
04-05-2020,6309,LI,Pumanque,0
04-05-2020,6114,LI,Quinta de Tilcoco,1
04-05-2020,6101,LI,Rancagua,45
04-05-2020,6115,LI,Rengo,10
04-05-2020,6116,LI,Requínoa,4
04-05-2020,6301,LI,San Fernando,6
04-05-2020,6117,LI,San Vicente,9
04-05-2020,6310,LI,Santa Cruz,2
04-05-2020,7201,ML,Cauquenes,13
04-05-2020,7202,ML,Chanco,3
04-05-2020,7402,ML,Colbún,6
04-05-2020,7102,ML,Constitución,23
04-05-2020,7103,ML,Curepto,8
04-05-2020,7301,ML,Curicó,45
04-05-2020,7104,ML,Empedrado,0
04-05-2020,7302,ML,Hualañé,0
04-05-2020,7303,ML,Licantén,2
04-05-2020,7401,ML,Linares,27
04-05-2020,7403,ML,Longaví,4
04-05-2020,7105,ML,Maule,23
04-05-2020,7304,ML,Molina,7
04-05-2020,7404,ML,Parral,9
04-05-2020,7106,ML,Pelarco,5
04-05-2020,7203,ML,Pelluhue,2
04-05-2020,7107,ML,Pencahue,3
04-05-2020,7305,ML,Rauco,2
04-05-2020,7405,ML,Retiro,1
04-05-2020,7108,ML,Río Claro,9
04-05-2020,7306,ML,Romeral,13
04-05-2020,7307,ML,Sagrada Familia,2
04-05-2020,7109,ML,San Clemente,10
04-05-2020,7406,ML,San Javier,23
04-05-2020,7110,ML,San Rafael,3
04-05-2020,7101,ML,Talca,162
04-05-2020,7308,ML,Teno,4
04-05-2020,7309,ML,Vichuquén,0
04-05-2020,7407,ML,Villa Alegre,2
04-05-2020,7408,ML,Yerbas Buenas,2
04-05-2020,16102,NB,Bulnes,72
04-05-2020,16101,NB,Chillán,415
04-05-2020,16103,NB,Chillán Viejo,55
04-05-2020,16202,NB,Cobquecura,0
04-05-2020,16203,NB,Coelemu,4
04-05-2020,16302,NB,Coihueco,42
04-05-2020,16104,NB,El Carmen,3
04-05-2020,16204,NB,Ninhue,4
04-05-2020,16303,NB,Ñiquén,3
04-05-2020,16105,NB,Pemuco,6
04-05-2020,16106,NB,Pinto,12
04-05-2020,16205,NB,Portezuelo,0
04-05-2020,16107,NB,Quillón,32
04-05-2020,16201,NB,Quirihue,4
04-05-2020,16206,NB,Ránquil,10
04-05-2020,16301,NB,San Carlos,36
04-05-2020,16304,NB,San Fabián,8
04-05-2020,16108,NB,San Ignacio,10
04-05-2020,16305,NB,San Nicolás,14
04-05-2020,16207,NB,Treguaco,0
04-05-2020,16109,NB,Yungay,55
04-05-2020,8314,BI,Alto Biobío,0
04-05-2020,8302,BI,Antuco,0
04-05-2020,8202,BI,Arauco,6
04-05-2020,8303,BI,Cabrero,16
04-05-2020,8203,BI,Cañete,0
04-05-2020,8103,BI,Chiguayante,69
04-05-2020,8101,BI,Concepción,141
04-05-2020,8204,BI,Contulmo,0
04-05-2020,8102,BI,Coronel,22
04-05-2020,8205,BI,Curanilahue,1
04-05-2020,8104,BI,Florida,3
04-05-2020,8112,BI,Hualpén,115
04-05-2020,8105,BI,Hualqui,20
04-05-2020,8304,BI,Laja,12
04-05-2020,8201,BI,Lebu,0
04-05-2020,8206,BI,Los Álamos,1
04-05-2020,8301,BI,Los Ángeles,31
04-05-2020,8106,BI,Lota,2
04-05-2020,8305,BI,Mulchén,6
04-05-2020,8306,BI,Nacimiento,12
04-05-2020,8307,BI,Negrete,2
04-05-2020,8107,BI,Penco,20
04-05-2020,8308,BI,Quilaco,0
04-05-2020,8309,BI,Quilleco,0
04-05-2020,8108,BI,San Pedro de la Paz,106
04-05-2020,8310,BI,San Rosendo,0
04-05-2020,8311,BI,Santa Bárbara,2
04-05-2020,8109,BI,Santa Juana,2
04-05-2020,8110,BI,Talcahuano,109
04-05-2020,8207,BI,Tirúa,4
04-05-2020,8111,BI,Tomé,49
04-05-2020,8312,BI,Tucapel,1
04-05-2020,8313,BI,Yumbel,7
04-05-2020,9201,AR,Angol,110
04-05-2020,9102,AR,Carahue,34
04-05-2020,9121,AR,Cholchol,6
04-05-2020,9202,AR,Collipulli,4
04-05-2020,9103,AR,Cunco,5
04-05-2020,9203,AR,Curacautín,6
04-05-2020,9104,AR,Curarrehue,4
04-05-2020,9204,AR,Ercilla,10
04-05-2020,9105,AR,Freire,7
04-05-2020,9106,AR,Galvarino,2
04-05-2020,9107,AR,Gorbea,12
04-05-2020,9108,AR,Lautaro,40
04-05-2020,9109,AR,Loncoche,18
04-05-2020,9205,AR,Lonquimay,0
04-05-2020,9206,AR,Los Sauces,1
04-05-2020,9207,AR,Lumaco,6
04-05-2020,9110,AR,Melipeuco,0
04-05-2020,9111,AR,Nueva Imperial,47
04-05-2020,9112,AR,Padre Las Casas,99
04-05-2020,9113,AR,Perquenco,5
04-05-2020,9114,AR,Pitrufquén,20
04-05-2020,9115,AR,Pucón,14
04-05-2020,9208,AR,Purén,4
04-05-2020,9209,AR,Renaico,5
04-05-2020,9116,AR,Saavedra,33
04-05-2020,9101,AR,Temuco,683
04-05-2020,9117,AR,Teodoro Schmidt,6
04-05-2020,9118,AR,Toltén,6
04-05-2020,9210,AR,Traiguén,2
04-05-2020,9211,AR,Victoria,71
04-05-2020,9119,AR,Vilcún,45
04-05-2020,9120,AR,Villarrica,20
04-05-2020,14102,LR,Corral,1
04-05-2020,14202,LR,Futrono,5
04-05-2020,14201,LR,La Unión,39
04-05-2020,14203,LR,Lago Ranco,2
04-05-2020,14103,LR,Lanco,7
04-05-2020,14104,LR,Los Lagos,0
04-05-2020,14105,LR,Máfil,2
04-05-2020,14106,LR,Mariquina,9
04-05-2020,14107,LR,Paillaco,1
04-05-2020,14108,LR,Panguipulli,0
04-05-2020,14204,LR,Río Bueno,13
04-05-2020,14101,LR,Valdivia,121
04-05-2020,10202,LL,Ancud,15
04-05-2020,10102,LL,Calbuco,7
04-05-2020,10201,LL,Castro,8
04-05-2020,10401,LL,Chaitén,1
04-05-2020,10203,LL,Chonchi,0
04-05-2020,10103,LL,Cochamó,1
04-05-2020,10204,LL,Curaco de Vélez,0
04-05-2020,10205,LL,Dalcahue,0
04-05-2020,10104,LL,Fresia,0
04-05-2020,10105,LL,Frutillar,6
04-05-2020,10402,LL,Futaleufú,0
04-05-2020,10403,LL,Hualaihué,3
04-05-2020,10107,LL,Llanquihue,1
04-05-2020,10106,LL,Los Muermos,1
04-05-2020,10108,LL,Maullín,1
04-05-2020,10301,LL,Osorno,315
04-05-2020,10404,LL,Palena,0
04-05-2020,10101,LL,Puerto Montt,52
04-05-2020,10302,LL,Puerto Octay,3
04-05-2020,10109,LL,Puerto Varas,8
04-05-2020,10206,LL,Puqueldón,0
04-05-2020,10303,LL,Purranque,23
04-05-2020,10304,LL,Puyehue,4
04-05-2020,10207,LL,Queilén,0
04-05-2020,10208,LL,Quellón,1
04-05-2020,10209,LL,Quemchi,0
04-05-2020,10210,LL,Quinchao,1
04-05-2020,10305,LL,Río Negro,13
04-05-2020,10306,LL,San Juan de la Costa,29
04-05-2020,10307,LL,San Pablo,10
04-05-2020,11201,AI,Aisén,1
04-05-2020,11401,AI,Chile Chico,1
04-05-2020,11202,AI,Cisnes,0
04-05-2020,11301,AI,Cochrane,0
04-05-2020,11101,AI,Coyhaique,2
04-05-2020,11203,AI,Guaitecas,0
04-05-2020,11102,AI,Lago Verde,0
04-05-2020,11302,AI,O'Higgins,0
04-05-2020,11402,AI,Río Ibáñez,0
04-05-2020,11303,AI,Tortel,0
04-05-2020,12202,MA,Antártica,0
04-05-2020,12201,MA,Cabo de Hornos,19
04-05-2020,12102,MA,Laguna Blanca,0
04-05-2020,12401,MA,Natales,8
04-05-2020,12301,MA,Porvenir,8
04-05-2020,12302,MA,Primavera,1
04-05-2020,12101,MA,Punta Arenas,744
04-05-2020,12103,MA,Río Verde,0
04-05-2020,12104,MA,San Gregorio,0
04-05-2020,12303,MA,Timaukel,0
04-05-2020,12402,MA,Torres del Paine,1
08-05-2020,15101,AP,Arica,328
08-05-2020,15102,AP,Camarones,0
08-05-2020,15202,AP,General Lagos,0
08-05-2020,15201,AP,Putre,0
08-05-2020,1107,TA,Alto Hospicio,161
08-05-2020,1402,TA,Camiña,0
08-05-2020,1403,TA,Colchane,0
08-05-2020,1404,TA,Huara,6
08-05-2020,1101,TA,Iquique,253
08-05-2020,1405,TA,Pica,35
08-05-2020,1401,TA,Pozo Almonte,4
08-05-2020,2101,AN,Antofagasta,601
08-05-2020,2201,AN,Calama,102
08-05-2020,2302,AN,María Elena,47
08-05-2020,2102,AN,Mejillones,134
08-05-2020,2202,AN,Ollagüe,0
08-05-2020,2203,AN,San Pedro de Atacama,4
08-05-2020,2103,AN,Sierra Gorda,2
08-05-2020,2104,AN,Taltal,8
08-05-2020,2301,AN,Tocopilla,14
08-05-2020,3302,AT,Alto del Carmen,0
08-05-2020,3102,AT,Caldera,1
08-05-2020,3201,AT,Chañaral,0
08-05-2020,3101,AT,Copiapó,48
08-05-2020,3202,AT,Diego de Almagro,2
08-05-2020,3303,AT,Freirina,1
08-05-2020,3304,AT,Huasco,1
08-05-2020,3103,AT,Tierra Amarilla,9
08-05-2020,3301,AT,Vallenar,28
08-05-2020,4103,CO,Andacollo,3
08-05-2020,4202,CO,Canela,1
08-05-2020,4302,CO,Combarbalá,0
08-05-2020,4102,CO,Coquimbo,35
08-05-2020,4201,CO,Illapel,19
08-05-2020,4104,CO,La Higuera,0
08-05-2020,4101,CO,La Serena,33
08-05-2020,4203,CO,Los Vilos,1
08-05-2020,4303,CO,Monte Patria,0
08-05-2020,4301,CO,Ovalle,16
08-05-2020,4105,CO,Paiguano,0
08-05-2020,4304,CO,Punitaqui,5
08-05-2020,4305,CO,Río Hurtado,1
08-05-2020,4204,CO,Salamanca,9
08-05-2020,4106,CO,Vicuña,1
08-05-2020,5602,VS,Algarrobo,12
08-05-2020,5402,VS,Cabildo,5
08-05-2020,5502,VS,Calera,22
08-05-2020,5302,VS,Calle Larga,10
08-05-2020,5603,VS,Cartagena,14
08-05-2020,5102,VS,Casablanca,4
08-05-2020,5702,VS,Catemu,1
08-05-2020,5103,VS,Concón,23
08-05-2020,5604,VS,El Quisco,16
08-05-2020,5605,VS,El Tabo,14
08-05-2020,5503,VS,Hijuelas,1
08-05-2020,5201,VS,Isla de Pascua,5
08-05-2020,5104,VS,Juan Fernández,0
08-05-2020,5504,VS,La Cruz,14
08-05-2020,5401,VS,La Ligua,3
08-05-2020,5802,VS,Limache,25
08-05-2020,5703,VS,Llaillay,4
08-05-2020,5301,VS,Los Andes,15
08-05-2020,5506,VS,Nogales,0
08-05-2020,5803,VS,Olmué,2
08-05-2020,5704,VS,Panquehue,0
08-05-2020,5403,VS,Papudo,0
08-05-2020,5404,VS,Petorca,6
08-05-2020,5105,VS,Puchuncaví,0
08-05-2020,5705,VS,Putaendo,7
08-05-2020,5501,VS,Quillota,28
08-05-2020,5801,VS,Quilpué,50
08-05-2020,5107,VS,Quintero,14
08-05-2020,5303,VS,Rinconada,3
08-05-2020,5601,VS,San Antonio,125
08-05-2020,5304,VS,San Esteban,5
08-05-2020,5701,VS,San Felipe,12
08-05-2020,5706,VS,Santa María,19
08-05-2020,5606,VS,Santo Domingo,21
08-05-2020,5101,VS,Valparaíso,169
08-05-2020,5804,VS,Villa Alemana,36
08-05-2020,5109,VS,Viña del Mar,168
08-05-2020,5405,VS,Zapallar,0
08-05-2020,13502,RM,Alhué,0
08-05-2020,13402,RM,Buin,114
08-05-2020,13403,RM,Calera de Tango,21
08-05-2020,13102,RM,Cerrillos,308
08-05-2020,13103,RM,Cerro Navia,284
08-05-2020,13301,RM,Colina,230
08-05-2020,13104,RM,Conchalí,406
08-05-2020,13503,RM,Curacaví,25
08-05-2020,13105,RM,El Bosque,377
08-05-2020,13602,RM,El Monte,24
08-05-2020,13106,RM,Estación Central,578
08-05-2020,13107,RM,Huechuraba,220
08-05-2020,13108,RM,Independencia,836
08-05-2020,13603,RM,Isla de Maipo,17
08-05-2020,13109,RM,La Cisterna,205
08-05-2020,13110,RM,La Florida,824
08-05-2020,13111,RM,La Granja,276
08-05-2020,13112,RM,La Pintana,483
08-05-2020,13113,RM,La Reina,173
08-05-2020,13302,RM,Lampa,172
08-05-2020,13114,RM,Las Condes,626
08-05-2020,13115,RM,Lo Barnechea,381
08-05-2020,13116,RM,Lo Espejo,222
08-05-2020,13117,RM,Lo Prado,258
08-05-2020,13118,RM,Macul,272
08-05-2020,13119,RM,Maipú,718
08-05-2020,13504,RM,María Pinto,3
08-05-2020,13501,RM,Melipilla,119
08-05-2020,13120,RM,Ñuñoa,435
08-05-2020,13604,RM,Padre Hurtado,79
08-05-2020,13404,RM,Paine,47
08-05-2020,13121,RM,Pedro Aguirre Cerda,294
08-05-2020,13605,RM,Peñaflor,87
08-05-2020,13122,RM,Peñalolén,570
08-05-2020,13202,RM,Pirque,51
08-05-2020,13123,RM,Providencia,309
08-05-2020,13124,RM,Pudahuel,372
08-05-2020,13201,RM,Puente Alto,1404
08-05-2020,13125,RM,Quilicura,758
08-05-2020,13126,RM,Quinta Normal,377
08-05-2020,13127,RM,Recoleta,889
08-05-2020,13128,RM,Renca,342
08-05-2020,13401,RM,San Bernardo,683
08-05-2020,13129,RM,San Joaquín,395
08-05-2020,13203,RM,San José de Maipo,35
08-05-2020,13130,RM,San Miguel,350
08-05-2020,13505,RM,San Pedro,12
08-05-2020,13131,RM,San Ramón,327
08-05-2020,13101,RM,Santiago,1666
08-05-2020,13601,RM,Talagante,48
08-05-2020,13303,RM,Tiltil,12
08-05-2020,13132,RM,Vitacura,211
08-05-2020,6302,LI,Chépica,0
08-05-2020,6303,LI,Chimbarongo,2
08-05-2020,6102,LI,Codegua,2
08-05-2020,6103,LI,Coinco,2
08-05-2020,6104,LI,Coltauco,1
08-05-2020,6105,LI,Doñihue,4
08-05-2020,6106,LI,Graneros,10
08-05-2020,6202,LI,La Estrella,0
08-05-2020,6107,LI,Las Cabras,10
08-05-2020,6203,LI,Litueche,8
08-05-2020,6304,LI,Lolol,0
08-05-2020,6108,LI,Machalí,19
08-05-2020,6109,LI,Malloa,0
08-05-2020,6204,LI,Marchihue,0
08-05-2020,6110,LI,Mostazal,1
08-05-2020,6305,LI,Nancagua,1
08-05-2020,6205,LI,Navidad,2
08-05-2020,6111,LI,Olivar,6
08-05-2020,6306,LI,Palmilla,0
08-05-2020,6206,LI,Paredones,0
08-05-2020,6307,LI,Peralillo,0
08-05-2020,6112,LI,Peumo,3
08-05-2020,6113,LI,Pichidegua,1
08-05-2020,6201,LI,Pichilemu,0
08-05-2020,6308,LI,Placilla,1
08-05-2020,6309,LI,Pumanque,0
08-05-2020,6114,LI,Quinta de Tilcoco,1
08-05-2020,6101,LI,Rancagua,61
08-05-2020,6115,LI,Rengo,9
08-05-2020,6116,LI,Requínoa,5
08-05-2020,6301,LI,San Fernando,6
08-05-2020,6117,LI,San Vicente,11
08-05-2020,6310,LI,Santa Cruz,2
08-05-2020,7201,ML,Cauquenes,13
08-05-2020,7202,ML,Chanco,3
08-05-2020,7402,ML,Colbún,6
08-05-2020,7102,ML,Constitución,23
08-05-2020,7103,ML,Curepto,8
08-05-2020,7301,ML,Curicó,51
08-05-2020,7104,ML,Empedrado,0
08-05-2020,7302,ML,Hualañé,0
08-05-2020,7303,ML,Licantén,2
08-05-2020,7401,ML,Linares,31
08-05-2020,7403,ML,Longaví,6
08-05-2020,7105,ML,Maule,24
08-05-2020,7304,ML,Molina,8
08-05-2020,7404,ML,Parral,9
08-05-2020,7106,ML,Pelarco,6
08-05-2020,7203,ML,Pelluhue,2
08-05-2020,7107,ML,Pencahue,3
08-05-2020,7305,ML,Rauco,2
08-05-2020,7405,ML,Retiro,2
08-05-2020,7108,ML,Río Claro,9
08-05-2020,7306,ML,Romeral,13
08-05-2020,7307,ML,Sagrada Familia,2
08-05-2020,7109,ML,San Clemente,14
08-05-2020,7406,ML,San Javier,25
08-05-2020,7110,ML,San Rafael,4
08-05-2020,7101,ML,Talca,163
08-05-2020,7308,ML,Teno,5
08-05-2020,7309,ML,Vichuquén,0
08-05-2020,7407,ML,Villa Alegre,2
08-05-2020,7408,ML,Yerbas Buenas,3
08-05-2020,16102,NB,Bulnes,77
08-05-2020,16101,NB,Chillán,418
08-05-2020,16103,NB,Chillán Viejo,55
08-05-2020,16202,NB,Cobquecura,0
08-05-2020,16203,NB,Coelemu,4
08-05-2020,16302,NB,Coihueco,42
08-05-2020,16104,NB,El Carmen,3
08-05-2020,16204,NB,Ninhue,4
08-05-2020,16303,NB,Ñiquén,3
08-05-2020,16105,NB,Pemuco,6
08-05-2020,16106,NB,Pinto,12
08-05-2020,16205,NB,Portezuelo,0
08-05-2020,16107,NB,Quillón,32
08-05-2020,16201,NB,Quirihue,4
08-05-2020,16206,NB,Ránquil,10
08-05-2020,16301,NB,San Carlos,37
08-05-2020,16304,NB,San Fabián,8
08-05-2020,16108,NB,San Ignacio,11
08-05-2020,16305,NB,San Nicolás,15
08-05-2020,16207,NB,Treguaco,0
08-05-2020,16109,NB,Yungay,55
08-05-2020,8314,BI,Alto Biobío,0
08-05-2020,8302,BI,Antuco,1
08-05-2020,8202,BI,Arauco,11
08-05-2020,8303,BI,Cabrero,22
08-05-2020,8203,BI,Cañete,1
08-05-2020,8103,BI,Chiguayante,71
08-05-2020,8101,BI,Concepción,159
08-05-2020,8204,BI,Contulmo,0
08-05-2020,8102,BI,Coronel,29
08-05-2020,8205,BI,Curanilahue,3
08-05-2020,8104,BI,Florida,3
08-05-2020,8112,BI,Hualpén,120
08-05-2020,8105,BI,Hualqui,20
08-05-2020,8304,BI,Laja,15
08-05-2020,8201,BI,Lebu,0
08-05-2020,8206,BI,Los Álamos,1
08-05-2020,8301,BI,Los Ángeles,33
08-05-2020,8106,BI,Lota,9
08-05-2020,8305,BI,Mulchén,7
08-05-2020,8306,BI,Nacimiento,16
08-05-2020,8307,BI,Negrete,2
08-05-2020,8107,BI,Penco,20
08-05-2020,8308,BI,Quilaco,0
08-05-2020,8309,BI,Quilleco,0
08-05-2020,8108,BI,San Pedro de la Paz,109
08-05-2020,8310,BI,San Rosendo,0
08-05-2020,8311,BI,Santa Bárbara,2
08-05-2020,8109,BI,Santa Juana,2
08-05-2020,8110,BI,Talcahuano,118
08-05-2020,8207,BI,Tirúa,4
08-05-2020,8111,BI,Tomé,50
08-05-2020,8312,BI,Tucapel,1
08-05-2020,8313,BI,Yumbel,10
08-05-2020,9201,AR,Angol,112
08-05-2020,9102,AR,Carahue,35
08-05-2020,9121,AR,Cholchol,4
08-05-2020,9202,AR,Collipulli,6
08-05-2020,9103,AR,Cunco,6
08-05-2020,9203,AR,Curacautín,6
08-05-2020,9104,AR,Curarrehue,4
08-05-2020,9204,AR,Ercilla,11
08-05-2020,9105,AR,Freire,7
08-05-2020,9106,AR,Galvarino,4
08-05-2020,9107,AR,Gorbea,13
08-05-2020,9108,AR,Lautaro,45
08-05-2020,9109,AR,Loncoche,20
08-05-2020,9205,AR,Lonquimay,5
08-05-2020,9206,AR,Los Sauces,1
08-05-2020,9207,AR,Lumaco,7
08-05-2020,9110,AR,Melipeuco,0
08-05-2020,9111,AR,Nueva Imperial,41
08-05-2020,9112,AR,Padre Las Casas,100
08-05-2020,9113,AR,Perquenco,5
08-05-2020,9114,AR,Pitrufquén,18
08-05-2020,9115,AR,Pucón,16
08-05-2020,9208,AR,Purén,6
08-05-2020,9209,AR,Renaico,12
08-05-2020,9116,AR,Saavedra,42
08-05-2020,9101,AR,Temuco,711
08-05-2020,9117,AR,Teodoro Schmidt,5
08-05-2020,9118,AR,Toltén,8
08-05-2020,9210,AR,Traiguén,2
08-05-2020,9211,AR,Victoria,78
08-05-2020,9119,AR,Vilcún,48
08-05-2020,9120,AR,Villarrica,21
08-05-2020,14102,LR,Corral,2
08-05-2020,14202,LR,Futrono,5
08-05-2020,14201,LR,La Unión,40
08-05-2020,14203,LR,Lago Ranco,2
08-05-2020,14103,LR,Lanco,9
08-05-2020,14104,LR,Los Lagos,0
08-05-2020,14105,LR,Máfil,2
08-05-2020,14106,LR,Mariquina,9
08-05-2020,14107,LR,Paillaco,1
08-05-2020,14108,LR,Panguipulli,0
08-05-2020,14204,LR,Río Bueno,12
08-05-2020,14101,LR,Valdivia,121
08-05-2020,10202,LL,Ancud,23
08-05-2020,10102,LL,Calbuco,7
08-05-2020,10201,LL,Castro,7
08-05-2020,10401,LL,Chaitén,1
08-05-2020,10203,LL,Chonchi,0
08-05-2020,10103,LL,Cochamó,1
08-05-2020,10204,LL,Curaco de Vélez,0
08-05-2020,10205,LL,Dalcahue,0
08-05-2020,10104,LL,Fresia,0
08-05-2020,10105,LL,Frutillar,6
08-05-2020,10402,LL,Futaleufú,0
08-05-2020,10403,LL,Hualaihué,3
08-05-2020,10107,LL,Llanquihue,1
08-05-2020,10106,LL,Los Muermos,1
08-05-2020,10108,LL,Maullín,1
08-05-2020,10301,LL,Osorno,320
08-05-2020,10404,LL,Palena,0
08-05-2020,10101,LL,Puerto Montt,52
08-05-2020,10302,LL,Puerto Octay,5
08-05-2020,10109,LL,Puerto Varas,8
08-05-2020,10206,LL,Puqueldón,0
08-05-2020,10303,LL,Purranque,27
08-05-2020,10304,LL,Puyehue,6
08-05-2020,10207,LL,Queilén,0
08-05-2020,10208,LL,Quellón,1
08-05-2020,10209,LL,Quemchi,0
08-05-2020,10210,LL,Quinchao,1
08-05-2020,10305,LL,Río Negro,18
08-05-2020,10306,LL,San Juan de la Costa,27
08-05-2020,10307,LL,San Pablo,9
08-05-2020,11201,AI,Aisén,1
08-05-2020,11401,AI,Chile Chico,1
08-05-2020,11202,AI,Cisnes,0
08-05-2020,11301,AI,Cochrane,0
08-05-2020,11101,AI,Coyhaique,3
08-05-2020,11203,AI,Guaitecas,0
08-05-2020,11102,AI,Lago Verde,0
08-05-2020,11302,AI,O'Higgins,0
08-05-2020,11402,AI,Río Ibáñez,0
08-05-2020,11303,AI,Tortel,0
08-05-2020,12202,MA,Antártica,0
08-05-2020,12201,MA,Cabo de Hornos,19
08-05-2020,12102,MA,Laguna Blanca,0
08-05-2020,12401,MA,Natales,9
08-05-2020,12301,MA,Porvenir,9
08-05-2020,12302,MA,Primavera,1
08-05-2020,12101,MA,Punta Arenas,825
08-05-2020,12103,MA,Río Verde,0
08-05-2020,12104,MA,San Gregorio,1
08-05-2020,12303,MA,Timaukel,0
08-05-2020,12402,MA,Torres del Paine,1
11-05-2020,15101,AP,Arica,353
11-05-2020,15102,AP,Camarones,0
11-05-2020,15202,AP,General Lagos,0
11-05-2020,15201,AP,Putre,0
11-05-2020,1107,TA,Alto Hospicio,188
11-05-2020,1402,TA,Camiña,0
11-05-2020,1403,TA,Colchane,0
11-05-2020,1404,TA,Huara,9
11-05-2020,1101,TA,Iquique,308
11-05-2020,1405,TA,Pica,37
11-05-2020,1401,TA,Pozo Almonte,5
11-05-2020,2101,AN,Antofagasta,658
11-05-2020,2201,AN,Calama,114
11-05-2020,2302,AN,María Elena,49
11-05-2020,2102,AN,Mejillones,150
11-05-2020,2202,AN,Ollagüe,0
11-05-2020,2203,AN,San Pedro de Atacama,4
11-05-2020,2103,AN,Sierra Gorda,2
11-05-2020,2104,AN,Taltal,9
11-05-2020,2301,AN,Tocopilla,15
11-05-2020,3302,AT,Alto del Carmen,0
11-05-2020,3102,AT,Caldera,3
11-05-2020,3201,AT,Chañaral,0
11-05-2020,3101,AT,Copiapó,67
11-05-2020,3202,AT,Diego de Almagro,3
11-05-2020,3303,AT,Freirina,1
11-05-2020,3304,AT,Huasco,1
11-05-2020,3103,AT,Tierra Amarilla,19
11-05-2020,3301,AT,Vallenar,41
11-05-2020,4103,CO,Andacollo,3
11-05-2020,4202,CO,Canela,1
11-05-2020,4302,CO,Combarbalá,2
11-05-2020,4102,CO,Coquimbo,38
11-05-2020,4201,CO,Illapel,19
11-05-2020,4104,CO,La Higuera,0
11-05-2020,4101,CO,La Serena,40
11-05-2020,4203,CO,Los Vilos,1
11-05-2020,4303,CO,Monte Patria,0
11-05-2020,4301,CO,Ovalle,24
11-05-2020,4105,CO,Paiguano,0
