ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,3,0,2,1
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,2
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,1
18,10,16,4,8
19,3,1,2,0
20,0,0,0,0
21,0,0,0,0
22,20,19,15,22
23,5,11,8,16
24,1,6,4,5
25,16,33,12,23
26,10,28,12,15
27,0,0,0,0
28,0,0,0,0
29,10,4,8,5
30,10,15,6,7
31,19,28,27,18
32,0,0,0,1
33,1,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,10,4,0,0
38,8,16,18,22
39,0,0,1,0
40,0,0,1,0
41,0,0,0,0
42,0,1,0,0
43,5,3,4,3
44,3,15,12,15
45,23,28,13,6
46,16,11,14,16
47,0,0,0,0
48,0,0,0,0
49,3,3,4,4
50,4,11,7,8
51,17,16,24,19
52,14,21,12,19
53,23,25,19,12
54,1,0,4,4
55,0,0,0,0
56,0,0,0,0
57,1,9,0,8
58,10,13,6,10
59,1,3,4,3
60,17,15,4,8
61,1,1,1,3
62,1,0,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,1,0,0
67,4,10,2,13
68,12,9,8,10
69,6,2,8,1
70,8,7,9,6
71,2,0,0,0
72,0,1,0,0
73,1,0,1,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,1,2,0,0
79,0,1,0,1
80,1,0,1,2
81,0,0,0,0
82,0,0,0,0
83,0,0,0,1
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,0,0,0,4
92,1,0,1,0
93,0,0,0,0
94,0,0,0,0
95,0,1,0,2
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
