ID_C_AUC,NOMBRE,COD_REGION,COD_COMUNA,COMUNA,X1,Y1,X2,Y2,X3,Y3,X4,Y4
3927,Lo Abarca,5,5603,CARTAGENA,-7963983.02887169,-3965085.52249916,-7963953.67464562,-3963882.36398282,-7962756.18122976,-3963911.78692892,-7962785.41152967,-3965114.95850685
3928,Santa Mónica,13,13604,PADRE HURTADO,-7893303.14600979,-3966608.99552559,-7894501.42652232,-3966586.79103889,-7894479.26833933,-3965382.96623857,-7893281.11203191,-3965405.16086863
3929,Santa Mónica,13,13604,PADRE HURTADO,-7892104.85569063,-3966631.07519538,-7893303.14600979,-3966608.99552559,-7893281.11203191,-3965405.16086863,-7892082.94592198,-3965427.23073714
3930,Gran Santiago,13,13119,MAIPÚ,-7881319.81063297,-3966824.17478871,-7882518.18672633,-3966803.21865417,-7882497.27077734,-3965599.29777854,-7881299.01892931,-3965620.24461006
3931,Gran Santiago,13,13119,MAIPÚ,-7880121.42528536,-3966845.00606609,-7881319.81063297,-3966824.17478871,-7881299.01892931,-3965620.24461006,-7880100.75783093,-3965641.0666398
3932,Gran Santiago,13,13119,MAIPÚ,-7878923.03073874,-3966865.71248242,-7880121.42528536,-3966845.00606609,-7880100.75783093,-3965641.0666398,-7878902.48753741,-3965661.76386386
3933,Gran Santiago,13,13119,MAIPÚ,-7877724.62704838,-3966886.29403381,-7878923.03073874,-3966865.71248242,-7878902.48753741,-3965661.76386386,-7877704.20810399,-3965682.33627838
3934,Gran Santiago,13,13119,MAIPÚ,-7876526.21426952,-3966906.75071643,-7877724.62704838,-3966886.29403381,-7877704.20810399,-3965682.33627838,-7876505.91958591,-3965702.7838795
3935,Gran Santiago,13,13119,MAIPÚ,-7875327.79245743,-3966927.08252644,-7876526.21426952,-3966906.75071643,-7876505.91958591,-3965702.7838795,-7875307.6220384,-3965723.1066634
3936,Gran Santiago,13,13119,MAIPÚ,-7874129.36166737,-3966947.28946004,-7875327.79245743,-3966927.08252644,-7875307.6220384,-3965723.1066634,-7874109.31551669,-3965743.30462628
3937,Gran Santiago,13,13401,SAN BERNARDO,-7872930.92195461,-3966967.37151346,-7874129.36166737,-3966947.28946004,-7874109.31551669,-3965743.30462628,-7872911.00007604,-3965763.37776437
3938,Gran Santiago,13,13401,SAN BERNARDO,-7871732.47337441,-3966987.32868292,-7872930.92195461,-3966967.37151346,-7872911.00007604,-3965763.37776437,-7871712.67577169,-3965783.3260739
3939,Gran Santiago,13,13401,SAN BERNARDO,-7870534.01598205,-3967007.1609647,-7871732.47337441,-3966987.32868292,-7871712.67577169,-3965783.3260739,-7870514.34265887,-3965803.14955116
3940,Gran Santiago,13,13116,LO ESPEJO,-7869335.54983279,-3967026.8683551,-7870534.01598205,-3967007.1609647,-7870514.34265887,-3965803.14955116,-7869316.00079285,-3965822.84819241
3941,Gran Santiago,13,13116,LO ESPEJO,-7868137.07498191,-3967046.45085042,-7869335.54983279,-3967026.8683551,-7869316.00079285,-3965822.84819241,-7868117.65022887,-3965842.421994
3942,Gran Santiago,13,13109,LA CISTERNA,-7866938.59148469,-3967065.90844699,-7868137.07498191,-3967046.45085042,-7868117.65022887,-3965842.421994,-7866919.2910222,-3965861.87095225
3943,Gran Santiago,13,13109,LA CISTERNA,-7865740.09939641,-3967085.24114119,-7866938.59148469,-3967065.90844699,-7866919.2910222,-3965861.87095225,-7865720.92322807,-3965881.19506353
3944,Gran Santiago,13,13109,LA CISTERNA,-7864541.59877235,-3967104.44892939,-7865740.09939641,-3967085.24114119,-7865720.92322807,-3965881.19506353,-7864522.54690177,-3965900.39432422
3945,Gran Santiago,13,13131,SAN RAMÓN,-7863343.0896678,-3967123.531808,-7864541.59877235,-3967104.44892939,-7864522.54690177,-3965900.39432422,-7863324.16209853,-3965919.46873073
3946,Gran Santiago,13,13111,LA GRANJA,-7862144.57213804,-3967142.48977344,-7863343.0896678,-3967123.531808,-7863324.16209853,-3965919.46873073,-7862125.76887364,-3965938.41827949
3947,Gran Santiago,13,13111,LA GRANJA,-7860946.04623837,-3967161.32282218,-7862144.57213804,-3967142.48977344,-7862125.76887364,-3965938.41827949,-7860927.36728236,-3965957.24296697
3948,Gran Santiago,13,13110,LA FLORIDA,-7859747.51202407,-3967180.03095068,-7860946.04623837,-3967161.32282218,-7860927.36728236,-3965957.24296697,-7859728.95737995,-3965975.94278963
3949,Gran Santiago,13,13110,LA FLORIDA,-7858548.96955045,-3967198.61415545,-7859747.51202407,-3967180.03095068,-7859728.95737995,-3965975.94278963,-7858530.53922169,-3965994.51774397
3950,Gran Santiago,13,13110,LA FLORIDA,-7857350.41887279,-3967217.07243301,-7858548.96955045,-3967198.61415545,-7858530.53922169,-3965994.51774397,-7857332.11286285,-3966012.96782653
3951,Gran Santiago,13,13110,LA FLORIDA,-7856151.86004639,-3967235.40577991,-7857350.41887279,-3967217.07243301,-7857332.11286285,-3966012.96782653,-7856133.67835871,-3966031.29303385
3952,Gran Santiago,13,13110,LA FLORIDA,-7854953.29312657,-3967253.6141927,-7856151.86004639,-3967235.40577991,-7856133.67835871,-3966031.29303385,-7854935.23576455,-3966049.49336251
3953,Gran Santiago,13,13110,LA FLORIDA,-7853754.71816862,-3967271.697668,-7854953.29312657,-3967253.6141927,-7854935.23576455,-3966049.49336251,-7853736.78513564,-3966067.56880909
3954,Gran Santiago,13,13110,LA FLORIDA,-7852556.13522785,-3967289.65620241,-7853754.71816862,-3967271.697668,-7853736.78513564,-3966067.56880909,-7852538.32652727,-3966085.51937022
3955,Gran Santiago,13,13110,LA FLORIDA,-7851357.54435956,-3967307.48979258,-7852556.13522785,-3967289.65620241,-7852538.32652727,-3966085.51937022,-7851339.85999473,-3966103.34504254
3956,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7971198.56780715,-3966109.49378896,-7972396.2165202,-3966079.17271941,-7972365.98152148,-3964875.98385467,-7971168.45675069,-3964906.29147098
3957,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7970000.90569897,-3966139.69030463,-7971198.56780715,-3966109.49378896,-7971168.45675069,-3964906.29147098,-7969970.91859038,-3964936.47458857
3958,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7968803.23025067,-3966169.76226078,-7970000.90569897,-3966139.69030463,-7969970.91859038,-3964936.47458857,-7968773.36709558,-3964966.5332018
3959,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7967605.54151729,-3966199.70965179,-7968803.23025067,-3966169.76226078,-7968773.36709558,-3964966.5332018,-7967575.80232129,-3964996.46730505
3960,Lo Abarca,5,5603,CARTAGENA,-7965180.63315432,-3965055.96195929,-7963983.02887169,-3965085.52249916,-7964012.39615716,-3966288.80437815,-7965210.12441549,-3966259.23071603
3961,Santa Mónica,13,13604,PADRE HURTADO,-7893325.1897943,-3967812.95382886,-7894523.59456716,-3967790.73948139,-7894501.42652232,-3966586.79103889,-7893303.14600979,-3966608.99552559
3962,Santa Mónica,13,13604,PADRE HURTADO,-7892126.77521068,-3967835.04330405,-7893325.1897943,-3967812.95382886,-7893303.14600979,-3966608.99552559,-7892104.85569063,-3966631.07519538
3963,Santa Mónica,13,13604,PADRE HURTADO,-7890928.35087155,-3967857.00790282,-7892126.77521068,-3967835.04330405,-7892104.85569063,-3966631.07519538,-7890906.55562007,-3966653.03004413
3964,Gran Santiago,13,13119,MAIPÚ,-7880142.10193879,-3968049.06918268,-7881340.61159088,-3968028.22865377,-7881319.81063297,-3966824.17478871,-7880121.42528536,-3966845.00606609
3965,Gran Santiago,13,13119,MAIPÚ,-7878943.58308382,-3968069.78479512,-7880142.10193879,-3968049.06918268,-7880121.42528536,-3966845.00606609,-7878923.03073874,-3966865.71248242
3966,Gran Santiago,13,13119,MAIPÚ,-7877745.05508125,-3968090.37548723,-7878943.58308382,-3968069.78479512,-7878923.03073874,-3966865.71248242,-7877724.62704838,-3966886.29403381
3967,Gran Santiago,13,13119,MAIPÚ,-7876546.51798636,-3968110.84125516,-7877745.05508125,-3968090.37548723,-7877724.62704838,-3966886.29403381,-7876526.21426952,-3966906.75071643
3968,Gran Santiago,13,13119,MAIPÚ,-7875347.97185443,-3968131.18209506,-7876546.51798636,-3968110.84125516,-7876526.21426952,-3966906.75071643,-7875327.79245743,-3966927.08252644
3969,Gran Santiago,13,13401,SAN BERNARDO,-7874149.41674075,-3968151.39800315,-7875347.97185443,-3968131.18209506,-7875327.79245743,-3966927.08252644,-7874129.36166737,-3966947.28946004
3970,Gran Santiago,13,13401,SAN BERNARDO,-7872950.85270062,-3968171.48897563,-7874149.41674075,-3968151.39800315,-7874129.36166737,-3966947.28946004,-7872930.92195461,-3966967.37151346
3971,Gran Santiago,13,13401,SAN BERNARDO,-7871752.27978931,-3968191.45500875,-7872950.85270062,-3968171.48897563,-7872930.92195461,-3966967.37151346,-7871732.47337441,-3966987.32868292
3972,Gran Santiago,13,13401,SAN BERNARDO,-7870553.69806211,-3968211.29609876,-7871752.27978931,-3968191.45500875,-7871732.47337441,-3966987.32868292,-7870534.01598205,-3967007.1609647
3973,Gran Santiago,13,13401,SAN BERNARDO,-7869355.10757434,-3968231.01224197,-7870553.69806211,-3968211.29609876,-7870534.01598205,-3967007.1609647,-7869335.54983279,-3967026.8683551
3974,Gran Santiago,13,13105,EL BOSQUE,-7868156.50838129,-3968250.60343467,-7869355.10757434,-3968231.01224197,-7869335.54983279,-3967026.8683551,-7868137.07498191,-3967046.45085042
3975,Gran Santiago,13,13105,EL BOSQUE,-7866957.90053825,-3968270.06967319,-7868156.50838129,-3968250.60343467,-7868137.07498191,-3967046.45085042,-7866938.59148469,-3967065.90844699
3976,Gran Santiago,13,13109,LA CISTERNA,-7865759.28410053,-3968289.41095391,-7866957.90053825,-3968270.06967319,-7866938.59148469,-3967065.90844699,-7865740.09939641,-3967085.24114119
3977,Gran Santiago,13,13109,LA CISTERNA,-7864560.65912343,-3968308.6272732,-7865759.28410053,-3968289.41095391,-7865740.09939641,-3967085.24114119,-7864541.59877235,-3967104.44892939
3978,Gran Santiago,13,13131,SAN RAMÓN,-7863362.02566228,-3968327.71862746,-7864560.65912343,-3968308.6272732,-7864541.59877235,-3967104.44892939,-7863343.0896678,-3967123.531808
3979,Gran Santiago,13,13111,LA GRANJA,-7862163.38377236,-3968346.68501312,-7863362.02566228,-3968327.71862746,-7863343.0896678,-3967123.531808,-7862144.57213804,-3967142.48977344
3980,Gran Santiago,13,13111,LA GRANJA,-7860964.73350901,-3968365.52642664,-7862163.38377236,-3968346.68501312,-7862144.57213804,-3967142.48977344,-7860946.04623837,-3967161.32282218
3981,Gran Santiago,13,13110,LA FLORIDA,-7859766.07492752,-3968384.24286447,-7860964.73350901,-3968365.52642664,-7860946.04623837,-3967161.32282218,-7859747.51202407,-3967180.03095068
3982,Gran Santiago,13,13110,LA FLORIDA,-7858567.40808323,-3968402.83432313,-7859766.07492752,-3968384.24286447,-7859747.51202407,-3967180.03095068,-7858548.96955045,-3967198.61415545
3983,Gran Santiago,13,13110,LA FLORIDA,-7857368.73303145,-3968421.30079913,-7858567.40808323,-3968402.83432313,-7858548.96955045,-3967198.61415545,-7857350.41887279,-3967217.07243301
3984,Gran Santiago,13,13110,LA FLORIDA,-7856170.04982751,-3968439.64228901,-7857368.73303145,-3968421.30079913,-7857350.41887279,-3967217.07243301,-7856151.86004639,-3967235.40577991
3985,Gran Santiago,13,13110,LA FLORIDA,-7854971.35852672,-3968457.85878935,-7856170.04982751,-3968439.64228901,-7856151.86004639,-3967235.40577991,-7854953.29312657,-3967253.6141927
3986,Gran Santiago,13,13110,LA FLORIDA,-7853772.65918442,-3968475.95029673,-7854971.35852672,-3968457.85878935,-7854953.29312657,-3967253.6141927,-7853754.71816862,-3967271.697668
3987,Gran Santiago,13,13110,LA FLORIDA,-7852573.95185594,-3968493.91680777,-7853772.65918442,-3968475.95029673,-7853754.71816862,-3967271.697668,-7852556.13522785,-3967289.65620241
3988,Gran Santiago,13,13110,LA FLORIDA,-7851375.2365966,-3968511.7583191,-7852573.95185594,-3968493.91680777,-7852556.13522785,-3967289.65620241,-7851357.54435956,-3967307.48979258
3989,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7970030.90614766,-3967343.02941049,-7971228.69225877,-3967312.81949112,-7971198.56780715,-3966109.49378896,-7970000.90569897,-3966139.69030463
3990,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7968833.10669083,-3967373.11471516,-7970030.90614766,-3967343.02941049,-7970000.90569897,-3966139.69030463,-7968803.23025067,-3966169.76226078
3991,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7967635.29394333,-3967403.07539949,-7968833.10669083,-3967373.11471516,-7968803.23025067,-3966169.76226078,-7967605.54151729,-3966199.70965179
3992,Santa Mónica,13,13604,PADRE HURTADO,-7893347.24338957,-3969017.03583353,-7894545.77247801,-3968994.81162114,-7894523.59456716,-3967790.73948139,-7893325.1897943,-3967812.95382886
3993,Santa Mónica,13,13604,PADRE HURTADO,-7892148.70448625,-3969039.13511824,-7893347.24338957,-3969017.03583353,-7893325.1897943,-3967812.95382886,-7892126.77521068,-3967835.04330405
3994,Santa Mónica,13,13604,PADRE HURTADO,-7892148.70448625,-3969039.13511824,-7892126.77521068,-3967835.04330405,-7890928.35087155,-3967857.00790282,-7890950.1558233,-3969061.10947113
3995,Gran Santiago,13,13119,MAIPÚ,-7880162.7877951,-3969253.25604467,-7881361.42180695,-3969232.40626036,-7881340.61159088,-3968028.22865377,-7880142.10193879,-3968049.06918268
3996,Gran Santiago,13,13119,MAIPÚ,-7878964.1445765,-3969273.9808571,-7880162.7877951,-3969253.25604467,-7880142.10193879,-3968049.06918268,-7878943.58308382,-3968069.78479512
3997,Gran Santiago,13,13119,MAIPÚ,-7877765.49220644,-3969294.58069377,-7878964.1445765,-3969273.9808571,-7878943.58308382,-3968069.78479512,-7877745.05508125,-3968090.37548723
3998,Gran Santiago,13,13119,MAIPÚ,-7876566.83074024,-3969315.05555081,-7877765.49220644,-3969294.58069377,-7877745.05508125,-3968090.37548723,-7876546.51798636,-3968110.84125516
3999,Gran Santiago,13,13119,MAIPÚ,-7875368.16023318,-3969335.40542441,-7876566.83074024,-3969315.05555081,-7876546.51798636,-3968110.84125516,-7875347.97185443,-3968131.18209506
4000,Gran Santiago,13,13401,SAN BERNARDO,-7874169.4807406,-3969355.63031075,-7875368.16023318,-3969335.40542441,-7875347.97185443,-3968131.18209506,-7874149.41674075,-3968151.39800315
4001,Gran Santiago,13,13401,SAN BERNARDO,-7872970.79231779,-3969375.73020604,-7874169.4807406,-3969355.63031075,-7874149.41674075,-3968151.39800315,-7872950.85270062,-3968171.48897563
4002,Gran Santiago,13,13401,SAN BERNARDO,-7871772.09502007,-3969395.70510653,-7872970.79231779,-3969375.73020604,-7872950.85270062,-3968171.48897563,-7871752.27978931,-3968191.45500875
4003,Gran Santiago,13,13401,SAN BERNARDO,-7870573.38890276,-3969415.55500848,-7871772.09502007,-3969395.70510653,-7871752.27978931,-3968191.45500875,-7870553.69806211,-3968211.29609876
4004,Gran Santiago,13,13401,SAN BERNARDO,-7869374.67402118,-3969435.27990816,-7870573.38890276,-3969415.55500848,-7870553.69806211,-3968211.29609876,-7869355.10757434,-3968231.01224197
4005,Gran Santiago,13,13105,EL BOSQUE,-7868175.95043065,-3969454.8798019,-7869374.67402118,-3969435.27990816,-7869355.10757434,-3968231.01224197,-7868156.50838129,-3968250.60343467
4006,Gran Santiago,13,13105,EL BOSQUE,-7866977.21818648,-3969474.35468601,-7868175.95043065,-3969454.8798019,-7868156.50838129,-3968250.60343467,-7866957.90053825,-3968270.06967319
4007,Gran Santiago,13,13105,EL BOSQUE,-7865778.47734402,-3969493.70455686,-7866977.21818648,-3969474.35468601,-7866957.90053825,-3968270.06967319,-7865759.28410053,-3968289.41095391
4008,Gran Santiago,13,13105,EL BOSQUE,-7864579.72795858,-3969512.92941082,-7865778.47734402,-3969493.70455686,-7865759.28410053,-3968289.41095391,-7864560.65912343,-3968308.6272732
4009,Gran Santiago,13,13131,SAN RAMÓN,-7863380.97008551,-3969532.02924429,-7864579.72795858,-3969512.92941082,-7864560.65912343,-3968308.6272732,-7863362.02566228,-3968327.71862746
4010,Gran Santiago,13,13131,SAN RAMÓN,-7862182.20378012,-3969551.00405371,-7863380.97008551,-3969532.02924429,-7863362.02566228,-3968327.71862746,-7862163.38377236,-3968346.68501312
4011,Gran Santiago,13,13111,LA GRANJA,-7860983.42909777,-3969569.85383551,-7862182.20378012,-3969551.00405371,-7862163.38377236,-3968346.68501312,-7860964.73350901,-3968365.52642664
4012,Gran Santiago,13,13110,LA FLORIDA,-7859784.64609378,-3969588.57858616,-7860983.42909777,-3969569.85383551,-7860964.73350901,-3968365.52642664,-7859766.07492752,-3968384.24286447
4013,Gran Santiago,13,13110,LA FLORIDA,-7858585.85482351,-3969607.17830218,-7859784.64609378,-3969588.57858616,-7859766.07492752,-3968384.24286447,-7858567.40808323,-3968402.83432313
4014,Gran Santiago,13,13110,LA FLORIDA,-7857387.05534229,-3969625.65298006,-7858585.85482351,-3969607.17830218,-7858567.40808323,-3968402.83432313,-7857368.73303145,-3968421.30079913
4015,Gran Santiago,13,13110,LA FLORIDA,-7856188.24770546,-3969644.00261636,-7857387.05534229,-3969625.65298006,-7857368.73303145,-3968421.30079913,-7856170.04982751,-3968439.64228901
4016,Gran Santiago,13,13110,LA FLORIDA,-7854989.43196839,-3969662.22720763,-7856188.24770546,-3969644.00261636,-7856170.04982751,-3968439.64228901,-7854971.35852672,-3968457.85878935
4017,Gran Santiago,13,13201,PUENTE ALTO,-7853790.60818641,-3969680.32675047,-7854989.43196839,-3969662.22720763,-7854971.35852672,-3968457.85878935,-7853772.65918442,-3968475.95029673
4018,Gran Santiago,13,13201,PUENTE ALTO,-7852591.77641488,-3969698.30124148,-7853790.60818641,-3969680.32675047,-7853772.65918442,-3968475.95029673,-7852573.95185594,-3968493.91680777
4019,Gran Santiago,13,13201,PUENTE ALTO,-7851392.93670916,-3969716.15067731,-7852591.77641488,-3969698.30124148,-7852573.95185594,-3968493.91680777,-7851375.2365966,-3968511.7583191
4020,Gran Santiago,13,13201,PUENTE ALTO,-7850194.0891246,-3969733.87505461,-7851392.93670916,-3969716.15067731,-7851375.2365966,-3968511.7583191,-7850176.51346175,-3968529.47482739
4021,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7971258.83011116,-3968516.26863236,-7972456.72687383,-3968485.9206394,-7972426.4649691,-3967282.48496269,-7971228.69225877,-3967312.81949112
4022,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7970060.91994207,-3968546.49196105,-7971258.83011116,-3968516.26863236,-7971228.69225877,-3967312.81949112,-7970030.90614766,-3967343.02941049
4023,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7968862.99642165,-3968576.59061983,-7970060.91994207,-3968546.49196105,-7970030.90614766,-3967343.02941049,-7968833.10669083,-3967373.11471516
4024,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7967665.05960496,-3968606.56460308,-7968862.99642165,-3968576.59061983,-7968833.10669083,-3967373.11471516,-7967635.29394333,-3967403.07539949
4025,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7966467.10954711,-3968636.41390518,-7967665.05960496,-3968606.56460308,-7967635.29394333,-3967403.07539949,-7966437.46796023,-3967432.9114579
4026,Gran Santiago,13,13604,PADRE HURTADO,-7884978.46074876,-3970373.38040795,-7886177.18177994,-3970352.02129429,-7886155.86468086,-3969147.75748265,-7884957.26804899,-3969169.10711525
4027,Gran Santiago,13,13604,PADRE HURTADO,-7883779.73028568,-3970394.61451005,-7884978.46074876,-3970373.38040795,-7884957.26804899,-3969169.10711525,-7883758.66198919,-3969190.33179171
4028,Gran Santiago,13,13604,PADRE HURTADO,-7882580.99044601,-3970415.72359658,-7883779.73028568,-3970394.61451005,-7883758.66198919,-3969190.33179171,-7882560.04655674,-3969211.43150806
4029,Gran Santiago,13,13604,PADRE HURTADO,-7881382.24128507,-3970436.70766362,-7882580.99044601,-3970415.72359658,-7882560.04655674,-3969211.43150806,-7881361.42180695,-3969232.40626036
4030,Gran Santiago,13,13604,PADRE HURTADO,-7880183.48285817,-3970457.56670723,-7881382.24128507,-3970436.70766362,-7881361.42180695,-3969232.40626036,-7880162.7877951,-3969253.25604467
4031,Gran Santiago,13,13119,MAIPÚ,-7878984.71522063,-3970478.3007235,-7880183.48285817,-3970457.56670723,-7880162.7877951,-3969253.25604467,-7878964.1445765,-3969273.9808571
4032,Gran Santiago,13,13119,MAIPÚ,-7877785.93842779,-3970498.90970857,-7878984.71522063,-3970478.3007235,-7878964.1445765,-3969273.9808571,-7877765.49220644,-3969294.58069377
4033,Gran Santiago,13,13119,MAIPÚ,-7876587.15253496,-3970519.39365855,-7877785.93842779,-3970498.90970857,-7877765.49220644,-3969294.58069377,-7876566.83074024,-3969315.05555081
4034,Gran Santiago,13,13401,SAN BERNARDO,-7875388.35759747,-3970539.75256963,-7876587.15253496,-3970519.39365855,-7876566.83074024,-3969315.05555081,-7875368.16023318,-3969335.40542441
4035,Gran Santiago,13,13401,SAN BERNARDO,-7874189.55367067,-3970559.986438,-7875388.35759747,-3970539.75256963,-7875368.16023318,-3969335.40542441,-7874169.4807406,-3969355.63031075
4036,Gran Santiago,13,13401,SAN BERNARDO,-7872990.74080988,-3970580.09525986,-7874189.55367067,-3970559.986438,-7874169.4807406,-3969355.63031075,-7872970.79231779,-3969375.73020604
4037,Gran Santiago,13,13401,SAN BERNARDO,-7871791.91907044,-3970600.07903144,-7872990.74080988,-3970580.09525986,-7872970.79231779,-3969375.73020604,-7871772.09502007,-3969395.70510653
4038,Gran Santiago,13,13401,SAN BERNARDO,-7870593.08850769,-3970619.93774902,-7871791.91907044,-3970600.07903144,-7871772.09502007,-3969395.70510653,-7870573.38890276,-3969415.55500848
4039,Gran Santiago,13,13401,SAN BERNARDO,-7869394.24917697,-3970639.67140887,-7870593.08850769,-3970619.93774902,-7870573.38890276,-3969415.55500848,-7869374.67402118,-3969435.27990816
4040,Gran Santiago,13,13105,EL BOSQUE,-7868195.40113363,-3970659.28000729,-7869394.24917697,-3970639.67140887,-7869374.67402118,-3969435.27990816,-7868175.95043065,-3969454.8798019
4041,Gran Santiago,13,13105,EL BOSQUE,-7866996.54443302,-3970678.76354062,-7868195.40113363,-3970659.28000729,-7868175.95043065,-3969454.8798019,-7866977.21818648,-3969474.35468601
4042,Gran Santiago,13,13105,EL BOSQUE,-7865797.67913048,-3970698.1220052,-7866996.54443302,-3970678.76354062,-7866977.21818648,-3969474.35468601,-7865778.47734402,-3969493.70455686
4043,Gran Santiago,13,13112,LA PINTANA,-7864598.80528137,-3970717.35539742,-7865797.67913048,-3970698.1220052,-7865778.47734402,-3969493.70455686,-7864579.72795858,-3969512.92941082
4044,Gran Santiago,13,13112,LA PINTANA,-7863399.92294104,-3970736.46371367,-7864598.80528137,-3970717.35539742,-7864579.72795858,-3969512.92941082,-7863380.97008551,-3969532.02924429
4045,Gran Santiago,13,13112,LA PINTANA,-7862201.03216485,-3970755.44695037,-7863399.92294104,-3970736.46371367,-7863380.97008551,-3969532.02924429,-7862182.20378012,-3969551.00405371
4046,Gran Santiago,13,13112,LA PINTANA,-7861002.13300816,-3970774.30510398,-7862201.03216485,-3970755.44695037,-7862182.20378012,-3969551.00405371,-7860983.42909777,-3969569.85383551
4047,Gran Santiago,13,13110,LA FLORIDA,-7859803.22552634,-3970793.03817095,-7861002.13300816,-3970774.30510398,-7860983.42909777,-3969569.85383551,-7859784.64609378,-3969588.57858616
4048,Gran Santiago,13,13110,LA FLORIDA,-7858604.30977473,-3970811.64614779,-7859803.22552634,-3970793.03817095,-7859784.64609378,-3969588.57858616,-7858585.85482351,-3969607.17830218
4049,Gran Santiago,13,13110,LA FLORIDA,-7857405.38580872,-3970830.129031,-7858604.30977473,-3970811.64614779,-7858585.85482351,-3969607.17830218,-7857387.05534229,-3969625.65298006
4050,Gran Santiago,13,13110,LA FLORIDA,-7856206.45368367,-3970848.48681713,-7857405.38580872,-3970830.129031,-7857387.05534229,-3969625.65298006,-7856188.24770546,-3969644.00261636
4051,Gran Santiago,13,13201,PUENTE ALTO,-7855007.51345496,-3970866.71950274,-7856206.45368367,-3970848.48681713,-7856188.24770546,-3969644.00261636,-7854989.43196839,-3969662.22720763
4052,Gran Santiago,13,13201,PUENTE ALTO,-7853808.56517795,-3970884.82708441,-7855007.51345496,-3970866.71950274,-7854989.43196839,-3969662.22720763,-7853790.60818641,-3969680.32675047
4053,Gran Santiago,13,13201,PUENTE ALTO,-7852609.60890802,-3970902.80955875,-7853808.56517795,-3970884.82708441,-7853790.60818641,-3969680.32675047,-7852591.77641488,-3969698.30124148
4054,Gran Santiago,13,13201,PUENTE ALTO,-7851410.64470055,-3970920.66692241,-7852609.60890802,-3970902.80955875,-7852591.77641488,-3969698.30124148,-7851392.93670916,-3969716.15067731
4055,Gran Santiago,13,13201,PUENTE ALTO,-7851410.64470055,-3970920.66692241,-7851392.93670916,-3969716.15067731,-7850194.0891246,-3969733.87505461,-7850211.67261093,-3970938.39917202
4056,San Antonio - Cartagena - Las Cruces,5,5601,SAN ANTONIO,-7972487.00224005,-3969689.47980447,-7973685.00964297,-3969658.99362752,-7973654.610175,-3968455.44798784,-7972456.72687383,-3968485.9206394
4057,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7971288.98136997,-3969719.84126761,-7972487.00224005,-3969689.47980447,-7972456.72687383,-3968485.9206394,-7971258.83011116,-3968516.26863236
4058,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7970090.94708783,-3969750.07801125,-7971288.98136997,-3969719.84126761,-7971258.83011116,-3968516.26863236,-7970060.91994207,-3968546.49196105
4059,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7968892.89944873,-3969780.19002975,-7970090.94708783,-3969750.07801125,-7970060.91994207,-3968546.49196105,-7968862.99642165,-3968576.59061983
4060,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7967694.83850777,-3969810.17731748,-7968892.89944873,-3969780.19002975,-7968862.99642165,-3968576.59061983,-7967665.05960496,-3968606.56460308
4061,San Antonio - Cartagena - Las Cruces,5,5603,CARTAGENA,-7967694.83850777,-3969810.17731748,-7967665.05960496,-3968606.56460308,-7966467.10954711,-3968636.41390518,-7966496.76432007,-3969840.03986883
4062,Bollenar,13,13504,MARÍA PINTO,-7928151.72600288,-3970729.74837783,-7929350.19496648,-3970703.8802113,-7929324.39085772,-3969499.87093872,-7928126.04619014,-3969525.72762553
4063,Bollenar,13,13501,MELIPILLA,-7926953.24561318,-3970755.49163604,-7928151.72600288,-3970729.74837783,-7928126.04619014,-3969525.72762553,-7926927.69010129,-3969551.45945935
4064,Gran Santiago,13,13604,PADRE HURTADO,-7884999.66288044,-3971577.7775407,-7886198.50836622,-3971556.40894199,-7886177.18177994,-3970352.02129429,-7884978.46074876,-3970373.38040795
4065,Gran Santiago,13,13604,PADRE HURTADO,-7883800.80795877,-3971599.02107237,-7884999.66288044,-3971577.7775407,-7884978.46074876,-3970373.38040795,-7883779.73028568,-3970394.61451005
4066,Gran Santiago,13,13604,PADRE HURTADO,-7882601.94365656,-3971620.13953304,-7883800.80795877,-3971599.02107237,-7883779.73028568,-3970394.61451005,-7882580.99044601,-3970415.72359658
4067,Gran Santiago,13,13604,PADRE HURTADO,-7881403.07002914,-3971641.13291873,-7882601.94365656,-3971620.13953304,-7882580.99044601,-3970415.72359658,-7881382.24128507,-3970436.70766362
