ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,3,1,1
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,2,14,12,3
19,1,4,0,2
20,0,0,0,0
21,0,0,0,0
22,16,24,16,18
23,5,9,11,8
24,0,4,3,6
25,15,23,28,15
26,12,17,23,14
27,0,0,0,0
28,0,0,0,0
29,3,9,5,7
30,11,15,12,3
31,5,25,31,22
32,0,0,0,0
33,3,2,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,1,11,3,0
38,12,18,10,23
39,0,0,0,1
40,0,0,0,1
41,0,0,0,0
42,0,0,1,0
43,4,5,3,6
44,6,10,11,13
45,18,34,21,10
46,2,17,16,15
47,0,0,0,0
48,0,0,0,0
49,3,5,4,4
50,10,7,9,9
51,16,20,17,22
52,17,19,17,15
53,17,30,23,15
54,4,1,0,4
55,0,0,0,0
56,0,0,0,0
57,7,4,6,1
58,2,17,7,6
59,3,1,3,5
60,12,22,13,4
61,6,2,1,0
62,0,1,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,1,0
67,6,7,7,5
68,18,14,8,7
69,6,8,1,7
70,7,7,7,13
71,1,2,0,0
72,0,0,1,0
73,1,1,0,1
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,0,2,1,0
79,0,0,1,0
80,0,1,1,0
81,0,0,0,0
82,0,0,0,0
83,0,0,0,1
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,1,0,0,0
89,1,0,0,0
90,0,0,0,0
91,1,0,0,0
92,3,1,0,1
93,0,0,0,0
94,0,0,0,0
95,0,0,1,1
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
