ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,3,1,1
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,6,15,12,3
19,1,4,0,2
20,0,0,0,0
21,0,0,0,0
22,22,25,15,18
23,5,8,12,8
24,0,2,5,5
25,16,19,30,16
26,16,14,25,15
27,0,0,0,0
28,0,0,0,0
29,1,11,4,8
30,9,16,12,4
31,8,23,26,27
32,0,0,0,0
33,0,5,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,1,11,3,0
38,11,15,12,24
39,0,0,0,1
40,0,0,0,1
41,0,0,0,0
42,0,0,1,0
43,4,5,3,5
44,9,10,12,12
45,19,31,25,9
46,3,17,15,14
47,0,0,0,0
48,0,0,0,0
49,3,5,4,4
50,10,7,11,9
51,14,19,20,21
52,21,17,20,13
53,21,27,25,16
54,6,1,0,4
55,1,0,0,0
56,0,0,0,0
57,6,5,6,0
58,3,15,9,5
59,4,1,3,4
60,7,28,12,3
61,6,2,0,1
62,0,1,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,1,0
67,6,7,6,2
68,16,15,8,8
69,6,7,2,7
70,5,8,9,11
71,1,2,0,0
72,0,0,1,0
73,1,1,0,1
74,1,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,0,2,1,0
79,0,0,1,0
80,0,1,0,1
81,0,0,0,0
82,0,0,0,0
83,0,0,0,1
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,1,0,0,0
89,1,0,0,0
90,0,0,0,0
91,0,1,0,0
92,3,1,0,1
93,0,0,0,0
94,0,0,0,0
95,0,0,1,0
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
